link_id,source_issue,target_issue,link_type
LINK-01578,DATA-2029,CLOUD-2728,is blocked by
LINK-01579,MOB-2072,ECOM-656,is blocked by
LINK-01580,BANK-720,DATA-3007,relates to
LINK-01581,SEC-4558,BANK-3289,is duplicated by
LINK-01582,DATA-3415,BANK-3597,duplicates
LINK-01583,MOB-3571,CRM-550,relates to
LINK-01584,CRM-3439,PORTAL-3260,is blocked by
LINK-01585,ECOM-4095,MOB-1837,is blocked by
LINK-01586,BI-4187,ERP-4170,relates to
LINK-01587,ECOM-3257,CRM-1263,duplicates
LINK-01588,ECOM-4099,CLOUD-2505,is blocked by
LINK-01589,DATA-41,PORTAL-1450,is blocked by
LINK-01590,CRM-2092,MOB-1045,duplicates
LINK-01591,BI-2543,BANK-1123,is blocked by
LINK-01592,CRM-4734,CRM-4939,blocks
LINK-01593,SEC-3737,BI-1026,duplicates
LINK-01594,PORTAL-2359,PORTAL-211,blocks
LINK-01595,DATA-2194,SEC-4087,is blocked by
LINK-01596,BI-1168,MOB-1118,is blocked by
LINK-01597,SEC-2442,CLOUD-4714,is blocked by
LINK-01598,ECOM-123,CLOUD-2550,duplicates
LINK-01599,SEC-4868,BI-4507,blocks
LINK-01600,SEC-4391,DATA-777,duplicates
LINK-01601,BANK-495,BANK-2416,relates to
LINK-01602,SEC-3898,MOB-4362,blocks
LINK-01603,CRM-2010,DATA-2194,is duplicated by
LINK-01604,SEC-587,BI-4456,duplicates
LINK-01605,MOB-3957,PORTAL-1172,duplicates
LINK-01606,ECOM-4283,BANK-3585,is blocked by
LINK-01607,SEC-1797,PORTAL-4579,duplicates
LINK-01608,BI-3780,PORTAL-4901,duplicates
LINK-01609,CRM-1382,CLOUD-227,blocks
LINK-01610,ECOM-3336,PORTAL-1983,blocks
LINK-01611,SEC-2948,ERP-4804,relates to
LINK-01612,CRM-814,CRM-316,blocks
LINK-01613,ECOM-3369,BANK-2932,is blocked by
LINK-01614,ERP-4405,PORTAL-731,is duplicated by
LINK-01615,ERP-3786,BANK-3030,is blocked by
LINK-01616,DATA-4477,BI-4049,is duplicated by
LINK-01617,CLOUD-3867,BI-4187,relates to
LINK-01618,CRM-2341,PORTAL-2903,blocks
LINK-01619,SEC-128,BANK-498,is duplicated by
LINK-01620,ERP-2397,BI-3671,blocks
LINK-01621,BI-3172,CLOUD-2205,is duplicated by
LINK-01622,BANK-109,CLOUD-1569,duplicates
LINK-01623,BI-527,PORTAL-2339,is blocked by
LINK-01624,DATA-2525,MOB-3751,relates to
LINK-01625,CRM-4624,BI-1780,relates to
LINK-01626,PORTAL-2920,ECOM-3400,blocks
LINK-01627,MOB-4724,CLOUD-3261,is duplicated by
LINK-01628,BANK-4000,DATA-2697,duplicates
LINK-01629,CRM-2064,SEC-4803,duplicates
LINK-01630,BI-4456,MOB-1668,is blocked by
LINK-01631,ERP-4690,DATA-150,relates to
LINK-01632,ERP-791,CLOUD-2190,is blocked by
LINK-01633,BANK-1903,BI-780,relates to
LINK-01634,PORTAL-3806,DATA-2754,is blocked by
LINK-01635,SEC-2705,MOB-3870,blocks
LINK-01636,ECOM-1355,CLOUD-1306,is duplicated by
LINK-01637,BANK-3585,CLOUD-4122,is blocked by
LINK-01638,CLOUD-2308,CLOUD-2132,is blocked by
LINK-01639,ERP-2460,MOB-3674,blocks
LINK-01640,BANK-3487,BANK-3597,duplicates
LINK-01641,ECOM-3892,PORTAL-918,is duplicated by
LINK-01642,DATA-2805,BI-3540,relates to
LINK-01643,PORTAL-3436,ECOM-447,blocks
LINK-01644,ERP-4055,DATA-3779,relates to
LINK-01645,PORTAL-2806,CLOUD-16,is duplicated by
LINK-01646,CRM-4072,ERP-2119,is blocked by
LINK-01647,PORTAL-1016,PORTAL-2709,is duplicated by
LINK-01648,ECOM-3642,ERP-2003,relates to
LINK-01649,SEC-4506,ECOM-3042,is blocked by
LINK-01650,DATA-3533,SEC-118,relates to
LINK-01651,CLOUD-1372,PORTAL-1673,blocks
LINK-01652,CRM-419,ERP-3854,duplicates
LINK-01653,PORTAL-3156,MOB-1031,relates to
LINK-01654,CLOUD-1405,BI-3109,duplicates
LINK-01655,CLOUD-73,CLOUD-3252,blocks
LINK-01656,MOB-2499,ERP-1057,duplicates
LINK-01657,DATA-1221,SEC-954,duplicates
LINK-01658,MOB-3317,MOB-3378,duplicates
LINK-01659,ECOM-808,DATA-4476,relates to
LINK-01660,BI-1189,ECOM-1140,is blocked by
LINK-01661,DATA-1425,CRM-3479,blocks
LINK-01662,PORTAL-2913,ECOM-3726,is duplicated by
LINK-01663,MOB-4819,MOB-3313,blocks
LINK-01664,BANK-2344,CLOUD-4854,duplicates
LINK-01665,CRM-1036,SEC-1250,duplicates
LINK-01666,PORTAL-2144,BANK-863,is duplicated by
LINK-01667,ERP-235,BI-4820,duplicates
LINK-01668,ECOM-125,BANK-4587,duplicates
LINK-01669,SEC-1631,BANK-1183,is blocked by
LINK-01670,MOB-3934,PORTAL-2596,is blocked by
LINK-01671,MOB-2022,ERP-588,relates to
LINK-01672,PORTAL-2790,SEC-1608,blocks
LINK-01673,ECOM-1439,ECOM-826,blocks
LINK-01674,CRM-3438,DATA-4604,duplicates
LINK-01675,MOB-1529,CLOUD-3520,duplicates
LINK-01676,CLOUD-4108,ECOM-614,is duplicated by
LINK-01677,MOB-969,CRM-4860,is duplicated by
LINK-01678,CRM-3707,SEC-4912,relates to
LINK-01679,PORTAL-348,ERP-2998,is blocked by
LINK-01680,BI-371,PORTAL-2129,is blocked by
LINK-01681,CLOUD-203,CLOUD-215,duplicates
LINK-01682,BI-849,ECOM-875,relates to
LINK-01683,SEC-2683,ECOM-3580,relates to
LINK-01684,BANK-2787,CLOUD-4321,blocks
LINK-01685,BI-3271,ECOM-2656,is blocked by
LINK-01686,MOB-3395,BI-3677,duplicates
LINK-01687,BANK-4646,MOB-4029,is duplicated by
LINK-01688,BANK-404,SEC-1694,duplicates
LINK-01689,PORTAL-976,SEC-3086,is duplicated by
LINK-01690,CRM-3711,ERP-1068,blocks
LINK-01691,CLOUD-631,PORTAL-3866,blocks
LINK-01692,BANK-3932,ECOM-3336,blocks
LINK-01693,MOB-962,CLOUD-3623,is blocked by
LINK-01694,PORTAL-2273,MOB-690,blocks
LINK-01695,CLOUD-1372,PORTAL-4178,duplicates
LINK-01696,MOB-3381,ECOM-1686,blocks
LINK-01697,SEC-3591,CRM-824,is blocked by
LINK-01698,ECOM-2107,SEC-3337,relates to
LINK-01699,CLOUD-1442,ERP-2727,relates to
LINK-01700,PORTAL-469,DATA-952,relates to
LINK-01701,SEC-2542,SEC-634,is duplicated by
LINK-01702,DATA-3168,ECOM-3702,is duplicated by
LINK-01703,CRM-1410,CLOUD-346,duplicates
LINK-01704,BANK-4842,MOB-1597,relates to
LINK-01705,SEC-201,CRM-1083,blocks
LINK-01706,MOB-3917,SEC-3167,blocks
LINK-01707,ECOM-2572,ERP-3076,blocks
LINK-01708,BANK-696,MOB-3900,is duplicated by
LINK-01709,ERP-2839,CRM-2099,is duplicated by
LINK-01710,DATA-1708,BANK-110,duplicates
LINK-01711,SEC-2439,DATA-4100,is blocked by
LINK-01712,CRM-4572,ECOM-2270,is duplicated by
LINK-01713,CLOUD-196,PORTAL-564,blocks
LINK-01714,DATA-2813,ERP-2119,relates to
LINK-01715,CRM-4806,ERP-184,relates to
LINK-01716,PORTAL-4544,BI-831,duplicates
LINK-01717,ERP-2751,MOB-3674,relates to
LINK-01718,BANK-481,BANK-495,is blocked by
LINK-01719,ERP-1590,CLOUD-2502,is blocked by
LINK-01720,DATA-4315,ECOM-243,duplicates
LINK-01721,SEC-3545,SEC-3049,relates to
LINK-01722,PORTAL-3130,BI-2185,blocks
LINK-01723,ECOM-4955,ERP-2120,blocks
LINK-01724,PORTAL-2580,PORTAL-1408,is blocked by
LINK-01725,MOB-1212,ECOM-2398,is duplicated by
LINK-01726,CLOUD-1504,BANK-4370,relates to
LINK-01727,BANK-3445,BI-1122,duplicates
LINK-01728,MOB-1441,CLOUD-3252,is duplicated by
LINK-01729,ECOM-2824,ECOM-1685,duplicates
LINK-01730,CLOUD-479,ERP-4111,is duplicated by
LINK-01731,ECOM-275,ECOM-595,is blocked by
LINK-01732,PORTAL-3990,BANK-2435,is blocked by
LINK-01733,CRM-4603,SEC-3633,blocks
LINK-01734,PORTAL-748,BANK-749,relates to
LINK-01735,ERP-4748,BANK-3704,blocks
LINK-01736,SEC-4618,BANK-218,is duplicated by
LINK-01737,MOB-785,SEC-4755,is duplicated by
LINK-01738,CLOUD-4726,CRM-786,duplicates
LINK-01739,BANK-381,BANK-4586,duplicates
LINK-01740,SEC-2031,ERP-3192,duplicates
LINK-01741,BI-2781,ECOM-2631,blocks
LINK-01742,BI-3687,ECOM-1783,is blocked by
LINK-01743,DATA-4273,ECOM-1009,relates to
LINK-01744,MOB-3672,SEC-2420,blocks
LINK-01745,ERP-3745,MOB-1754,blocks
LINK-01746,ECOM-1061,BANK-3784,duplicates
LINK-01747,CLOUD-1889,MOB-4698,relates to
LINK-01748,ERP-941,CLOUD-346,blocks
LINK-01749,CRM-2557,BI-509,duplicates
LINK-01750,ERP-268,PORTAL-3922,is blocked by
LINK-01751,CRM-798,ERP-417,blocks
LINK-01752,CRM-771,CLOUD-2190,relates to
LINK-01753,PORTAL-4263,CRM-2557,is blocked by
LINK-01754,ERP-2116,ERP-3183,relates to
LINK-01755,PORTAL-383,CRM-622,is blocked by
LINK-01756,MOB-503,DATA-1696,relates to
LINK-01757,ERP-1542,CLOUD-1737,duplicates
LINK-01758,SEC-1622,CLOUD-2477,blocks
LINK-01759,PORTAL-1412,PORTAL-384,is duplicated by
LINK-01760,MOB-2072,DATA-931,blocks
LINK-01761,ECOM-1591,DATA-1063,relates to
LINK-01762,SEC-2182,ERP-1318,relates to
LINK-01763,CRM-3417,ECOM-2057,is blocked by
LINK-01764,CLOUD-442,MOB-26,relates to
LINK-01765,PORTAL-2927,SEC-1025,relates to
LINK-01766,MOB-3136,MOB-4949,is blocked by
LINK-01767,ECOM-216,MOB-3300,relates to
LINK-01768,BANK-1121,SEC-3852,duplicates
LINK-01769,BANK-1957,MOB-2126,relates to
LINK-01770,BANK-939,CRM-1713,duplicates
LINK-01771,DATA-93,CLOUD-2411,relates to
LINK-01772,SEC-2683,BI-2174,duplicates
LINK-01773,MOB-2862,CLOUD-215,is blocked by
LINK-01774,ECOM-3034,BI-3832,blocks
LINK-01775,CLOUD-3865,DATA-3234,blocks
LINK-01776,DATA-777,BI-2276,is duplicated by
LINK-01777,CLOUD-1200,ERP-542,duplicates
LINK-01778,BANK-2389,ECOM-2957,is duplicated by
LINK-01779,PORTAL-4809,MOB-3354,relates to
LINK-01780,ECOM-533,ERP-2751,relates to
LINK-01781,ECOM-653,BI-2346,blocks
LINK-01782,MOB-2475,PORTAL-4848,is blocked by
LINK-01783,BANK-4599,BANK-3265,is duplicated by
LINK-01784,ECOM-4669,PORTAL-2752,blocks
LINK-01785,BANK-498,ECOM-3110,is blocked by
LINK-01786,ERP-2905,CRM-2246,duplicates
LINK-01787,DATA-1109,BANK-2891,is blocked by
LINK-01788,ECOM-533,BI-1388,blocks
LINK-01789,ERP-4437,ECOM-1880,blocks
LINK-01790,BANK-4744,CLOUD-3230,duplicates
LINK-01791,CLOUD-1629,BI-1363,is duplicated by
LINK-01792,BI-4489,BANK-4498,blocks
LINK-01793,DATA-1433,ERP-4115,blocks
LINK-01794,CLOUD-3091,CLOUD-4808,blocks
LINK-01795,ERP-2512,SEC-2948,duplicates
LINK-01796,BANK-3069,DATA-4975,is blocked by
LINK-01797,CRM-103,BI-4288,relates to
LINK-01798,DATA-977,MOB-4527,duplicates
LINK-01799,SEC-3118,CLOUD-3651,duplicates
LINK-01800,ECOM-2520,DATA-4635,relates to
LINK-01801,DATA-2581,BANK-4947,relates to
LINK-01802,ECOM-2083,MOB-1015,blocks
LINK-01803,ECOM-3921,BANK-3223,relates to
LINK-01804,ERP-3340,CRM-378,relates to
LINK-01805,MOB-4920,BI-3406,relates to
LINK-01806,ECOM-473,BANK-3163,is duplicated by
LINK-01807,ERP-3584,BANK-3474,is blocked by
LINK-01808,PORTAL-1354,CLOUD-336,is duplicated by
LINK-01809,BI-3176,PORTAL-2580,relates to
LINK-01810,BI-2910,CLOUD-3296,relates to
LINK-01811,SEC-95,SEC-3086,duplicates
LINK-01812,BI-1319,ERP-3938,duplicates
LINK-01813,SEC-1843,PORTAL-4116,is blocked by
LINK-01814,BI-3100,BI-1975,duplicates
LINK-01815,CLOUD-2965,ERP-4721,relates to
LINK-01816,DATA-4477,ERP-8,is duplicated by
LINK-01817,MOB-3193,ECOM-4705,is duplicated by
LINK-01818,ECOM-4918,DATA-1641,is duplicated by
LINK-01819,PORTAL-748,SEC-76,blocks
LINK-01820,BANK-758,BI-3840,blocks
LINK-01821,SEC-1025,CLOUD-2747,blocks
LINK-01822,BI-3096,ERP-3094,blocks
LINK-01823,BANK-3983,ERP-1069,relates to
LINK-01824,BI-3908,SEC-2734,is duplicated by
LINK-01825,BANK-2880,BI-2355,relates to
LINK-01826,BI-1812,SEC-191,duplicates
LINK-01827,ERP-2091,DATA-1592,relates to
LINK-01828,ECOM-3416,CLOUD-2308,blocks
LINK-01829,SEC-2591,BANK-613,duplicates
LINK-01830,ERP-1039,DATA-2699,is duplicated by
LINK-01831,MOB-1091,SEC-858,relates to
LINK-01832,CLOUD-399,ECOM-4883,is blocked by
LINK-01833,PORTAL-2360,ECOM-2497,is blocked by
LINK-01834,DATA-3182,PORTAL-676,is duplicated by
LINK-01835,SEC-2069,PORTAL-2129,is blocked by
LINK-01836,BANK-4587,BI-4117,is blocked by
LINK-01837,SEC-4026,CLOUD-3328,blocks
LINK-01838,ERP-1988,CLOUD-701,is duplicated by
LINK-01839,PORTAL-2772,MOB-286,relates to
LINK-01840,PORTAL-56,PORTAL-4388,blocks
LINK-01841,CLOUD-107,SEC-3267,blocks
LINK-01842,BANK-114,CLOUD-2730,blocks
LINK-01843,MOB-398,ERP-1520,is duplicated by
LINK-01844,ECOM-2051,CLOUD-1677,is blocked by
LINK-01845,PORTAL-731,BANK-1553,is blocked by
LINK-01846,CLOUD-1521,SEC-2780,duplicates
LINK-01847,CRM-3714,MOB-152,is duplicated by
LINK-01848,PORTAL-2913,CLOUD-382,relates to
LINK-01849,CLOUD-2412,CRM-54,relates to
LINK-01850,PORTAL-2516,ERP-4322,relates to
LINK-01851,CRM-2795,ECOM-2546,is duplicated by
LINK-01852,ERP-4952,SEC-1415,is duplicated by
LINK-01853,DATA-2558,CRM-2329,relates to
LINK-01854,MOB-1859,ERP-4561,is blocked by
LINK-01855,BANK-410,BANK-1593,is blocked by
LINK-01856,BI-3202,CRM-762,relates to
LINK-01857,CLOUD-1424,SEC-2868,blocks
LINK-01858,BANK-4842,CRM-804,is duplicated by
LINK-01859,CRM-2620,MOB-3270,duplicates
LINK-01860,ERP-1911,SEC-844,is duplicated by
LINK-01861,DATA-1070,DATA-2264,relates to
LINK-01862,ERP-1447,SEC-1705,relates to
LINK-01863,SEC-1265,MOB-2305,is blocked by
LINK-01864,SEC-226,ECOM-4453,is blocked by
LINK-01865,PORTAL-3396,BANK-1831,relates to
LINK-01866,DATA-1074,PORTAL-2326,is duplicated by
LINK-01867,BI-2458,BANK-4679,is blocked by
LINK-01868,BANK-2002,DATA-4999,relates to
LINK-01869,MOB-1795,MOB-2548,relates to
LINK-01870,BANK-1312,MOB-2725,relates to
LINK-01871,ERP-4150,BANK-3757,blocks
LINK-01872,ERP-961,ECOM-2107,blocks
LINK-01873,ERP-3797,CRM-1950,relates to
LINK-01874,CLOUD-3697,CRM-4197,blocks
LINK-01875,ECOM-4746,BI-3609,blocks
LINK-01876,CRM-1972,ERP-981,is duplicated by
LINK-01877,PORTAL-2206,MOB-3977,relates to
LINK-01878,DATA-610,ECOM-2526,relates to
LINK-01879,ECOM-3181,BANK-4679,relates to
LINK-01880,ERP-3524,BI-281,blocks
LINK-01881,CLOUD-3889,BANK-613,relates to
LINK-01882,MOB-2475,DATA-3389,blocks
LINK-01883,MOB-3645,DATA-1633,is blocked by
LINK-01884,CLOUD-3091,CLOUD-4530,is duplicated by
LINK-01885,MOB-4769,MOB-3284,is duplicated by
LINK-01886,PORTAL-2121,ERP-4761,blocks
LINK-01887,PORTAL-1412,BANK-3129,blocks
LINK-01888,SEC-2447,BI-2077,is blocked by
LINK-01889,SEC-1483,ERP-2818,is duplicated by
LINK-01890,BANK-4687,CRM-2172,duplicates
LINK-01891,ECOM-3858,SEC-134,is blocked by
LINK-01892,BANK-4221,ECOM-4458,is duplicated by
LINK-01893,PORTAL-2909,ECOM-4198,blocks
LINK-01894,ERP-417,ERP-813,duplicates
LINK-01895,BANK-2529,MOB-3810,is duplicated by
LINK-01896,BI-1348,CLOUD-1435,is blocked by
LINK-01897,CLOUD-4383,MOB-923,relates to
LINK-01898,SEC-1840,SEC-3824,relates to
LINK-01899,PORTAL-3152,ECOM-2931,blocks
LINK-01900,DATA-4255,CLOUD-2451,relates to
LINK-01901,BI-477,CRM-709,relates to
LINK-01902,CRM-4235,PORTAL-2906,relates to
LINK-01903,MOB-2455,DATA-2481,relates to
LINK-01904,MOB-260,MOB-4985,is blocked by
LINK-01905,ERP-2843,ECOM-4792,is duplicated by
LINK-01906,PORTAL-1213,ECOM-1291,relates to
LINK-01907,BANK-2792,DATA-2377,blocks
LINK-01908,ECOM-3580,BANK-3864,relates to
LINK-01909,DATA-1220,ECOM-3199,is blocked by
LINK-01910,CRM-3650,CRM-1666,duplicates
LINK-01911,MOB-1529,CLOUD-3622,is blocked by
LINK-01912,CRM-2329,ECOM-1645,is blocked by
LINK-01913,CRM-2258,DATA-3970,is blocked by
LINK-01914,BI-3029,MOB-3041,is duplicated by
LINK-01915,MOB-297,BI-2001,blocks
LINK-01916,ERP-1040,BANK-20,relates to
LINK-01917,BANK-109,DATA-2851,is duplicated by
LINK-01918,CLOUD-4307,BI-298,is blocked by
LINK-01919,BANK-4305,PORTAL-3019,is blocked by
LINK-01920,DATA-2215,SEC-4020,blocks
LINK-01921,ECOM-3686,ECOM-2184,duplicates
LINK-01922,SEC-2406,BI-2331,relates to
LINK-01923,CRM-625,CLOUD-1386,relates to
LINK-01924,BANK-2945,MOB-260,duplicates
LINK-01925,MOB-398,CLOUD-3371,blocks
LINK-01926,MOB-4312,BANK-4345,blocks
LINK-01927,CLOUD-2315,MOB-3821,blocks
LINK-01928,CLOUD-3820,BANK-4306,is duplicated by
LINK-01929,DATA-1013,BANK-2940,is duplicated by
LINK-01930,MOB-1842,ERP-2119,duplicates
LINK-01931,ERP-1260,BANK-2613,duplicates
LINK-01932,CLOUD-203,BI-3551,blocks
LINK-01933,DATA-2095,PORTAL-1960,is duplicated by
LINK-01934,BI-4377,CLOUD-1200,is blocked by
LINK-01935,BI-871,DATA-3668,blocks
LINK-01936,SEC-3883,BANK-1323,blocks
LINK-01937,ECOM-4852,ERP-1556,blocks
LINK-01938,CLOUD-2951,ECOM-4715,blocks
LINK-01939,SEC-3318,CLOUD-3637,duplicates
LINK-01940,SEC-4661,MOB-1156,duplicates
LINK-01941,ERP-3216,BI-3551,is duplicated by
LINK-01942,CLOUD-1692,BI-2363,relates to
LINK-01943,ECOM-123,SEC-4932,blocks
LINK-01944,SEC-154,BANK-2274,is duplicated by
LINK-01945,ERP-4055,CRM-4827,duplicates
LINK-01946,BI-513,ERP-3233,relates to
LINK-01947,SEC-3143,MOB-3948,is duplicated by
LINK-01948,MOB-3717,ERP-4405,blocks
LINK-01949,CLOUD-3884,PORTAL-3528,is duplicated by
LINK-01950,DATA-2075,DATA-4975,relates to
LINK-01951,DATA-3700,CLOUD-3478,is duplicated by
LINK-01952,DATA-3878,DATA-3537,relates to
LINK-01953,CLOUD-857,ECOM-2520,is blocked by
LINK-01954,ECOM-3225,CRM-3707,is blocked by
LINK-01955,DATA-3533,CRM-2010,is blocked by
LINK-01956,BI-1873,BI-1943,duplicates
LINK-01957,BANK-633,MOB-4426,relates to
LINK-01958,BI-1514,CLOUD-196,relates to
LINK-01959,CLOUD-601,SEC-2420,duplicates
LINK-01960,SEC-4473,BI-4936,is duplicated by
LINK-01961,CLOUD-3060,BANK-4784,relates to
LINK-01962,MOB-3977,MOB-933,blocks
LINK-01963,SEC-4165,BANK-2436,blocks
LINK-01964,SEC-7,BI-186,is blocked by
LINK-01965,DATA-3626,PORTAL-2588,duplicates
LINK-01966,MOB-812,ERP-4445,is duplicated by
LINK-01967,CLOUD-1781,SEC-279,relates to
LINK-01968,BANK-2729,DATA-3031,relates to
LINK-01969,CRM-2101,BANK-3487,duplicates
LINK-01970,SEC-1376,CLOUD-4239,is duplicated by
LINK-01971,BI-2966,DATA-860,duplicates
LINK-01972,PORTAL-4606,BI-2348,blocks
LINK-01973,CRM-4670,PORTAL-2563,duplicates
LINK-01974,DATA-536,CLOUD-2986,blocks
LINK-01975,SEC-3800,MOB-1091,blocks
LINK-01976,SEC-659,BI-1657,duplicates
LINK-01977,PORTAL-1936,BI-392,relates to
LINK-01978,BANK-495,DATA-3661,blocks
LINK-01979,ECOM-2032,ERP-842,is blocked by
LINK-01980,PORTAL-90,SEC-4668,duplicates
LINK-01981,MOB-3493,BANK-4980,is blocked by
LINK-01982,DATA-3320,SEC-4957,is duplicated by
LINK-01983,CLOUD-1305,BI-166,blocks
LINK-01984,CLOUD-1085,CLOUD-88,is blocked by
LINK-01985,BI-4365,MOB-1253,duplicates
LINK-01986,BANK-218,DATA-931,duplicates
LINK-01987,PORTAL-19,CLOUD-2561,duplicates
LINK-01988,DATA-4946,CLOUD-3121,relates to
LINK-01989,BI-3691,SEC-1691,is duplicated by
LINK-01990,PORTAL-2414,BI-1168,blocks
LINK-01991,ERP-3262,ECOM-3719,is blocked by
LINK-01992,SEC-2923,BANK-682,is blocked by
LINK-01993,BANK-3755,BI-3406,blocks
LINK-01994,ECOM-1448,SEC-4134,is duplicated by
LINK-01995,BANK-1903,BANK-2646,blocks
LINK-01996,BI-3403,ECOM-905,duplicates
LINK-01997,SEC-432,CLOUD-2916,duplicates
LINK-01998,ECOM-3360,SEC-4222,duplicates
LINK-01999,BANK-1396,CRM-4637,is duplicated by
LINK-02000,ECOM-1512,ERP-4244,is blocked by
LINK-02001,CRM-2620,ECOM-2867,duplicates
LINK-02002,ERP-3025,DATA-2736,is blocked by
LINK-02003,DATA-3057,CRM-2889,is blocked by
LINK-02004,ERP-4761,PORTAL-3305,relates to
LINK-02005,BANK-3718,CRM-4072,is blocked by
LINK-02006,CRM-2042,ECOM-1360,is duplicated by
LINK-02007,BI-2429,ECOM-665,relates to
LINK-02008,ECOM-636,ECOM-4198,is blocked by
LINK-02009,CRM-2199,ERP-3592,blocks
LINK-02010,PORTAL-219,CLOUD-1028,duplicates
LINK-02011,CLOUD-1599,PORTAL-4809,duplicates
LINK-02012,ERP-3529,ECOM-4541,relates to
LINK-02013,BANK-3030,SEC-4673,is duplicated by
LINK-02014,BI-403,BI-4413,relates to
LINK-02015,BI-2642,MOB-1555,relates to
LINK-02016,CRM-3603,ECOM-3613,is blocked by
LINK-02017,DATA-1109,CLOUD-2550,is blocked by
LINK-02018,MOB-4450,CRM-4274,duplicates
LINK-02019,MOB-237,CLOUD-3896,blocks
LINK-02020,DATA-4120,BI-214,blocks
LINK-02021,DATA-3097,BANK-2086,relates to
LINK-02022,PORTAL-3922,BI-3175,blocks
LINK-02023,SEC-2845,DATA-363,is duplicated by
LINK-02024,MOB-1253,MOB-3052,relates to
LINK-02025,ERP-4048,BI-3924,duplicates
LINK-02026,MOB-24,PORTAL-2333,is blocked by
LINK-02027,CRM-4827,CRM-3461,relates to
LINK-02028,PORTAL-2261,BANK-3783,blocks
LINK-02029,BI-1780,SEC-746,blocks
LINK-02030,DATA-4317,CRM-830,is blocked by
LINK-02031,SEC-80,BANK-864,relates to
LINK-02032,ECOM-2248,ECOM-2885,blocks
LINK-02033,DATA-2244,CLOUD-1748,blocks
LINK-02034,DATA-4789,MOB-557,is blocked by
LINK-02035,BANK-4341,BANK-3290,relates to
LINK-02036,BI-1353,BI-4228,is duplicated by
LINK-02037,DATA-3196,ERP-981,duplicates
LINK-02038,BI-3012,CRM-1874,duplicates
LINK-02039,PORTAL-4926,BANK-394,duplicates
LINK-02040,CLOUD-2747,CLOUD-451,duplicates
LINK-02041,BI-1203,DATA-2287,is duplicated by
LINK-02042,ECOM-656,BANK-4000,relates to
LINK-02043,PORTAL-4238,PORTAL-1316,is duplicated by
LINK-02044,SEC-3318,ECOM-312,is blocked by
LINK-02045,DATA-3186,CRM-3798,is duplicated by
LINK-02046,BI-1835,BI-3494,is duplicated by
LINK-02047,BI-3791,MOB-1278,is blocked by
LINK-02048,PORTAL-3922,BI-2150,is duplicated by
LINK-02049,CRM-4241,CLOUD-2251,is blocked by
LINK-02050,MOB-1151,ECOM-3858,is blocked by
LINK-02051,CLOUD-3252,ERP-4085,blocks
LINK-02052,ECOM-928,MOB-2980,relates to
LINK-02053,BI-4187,ERP-4621,blocks
LINK-02054,MOB-1362,CRM-49,blocks
LINK-02055,DATA-1603,MOB-3381,duplicates
LINK-02056,DATA-2431,BI-4428,relates to
LINK-02057,PORTAL-1567,ERP-2946,relates to
LINK-02058,MOB-552,DATA-2800,relates to
LINK-02059,BI-3346,PORTAL-2004,blocks
LINK-02060,MOB-4310,ECOM-4792,duplicates
LINK-02061,BANK-3585,CLOUD-4530,is duplicated by
LINK-02062,ECOM-539,DATA-1739,duplicates
LINK-02063,PORTAL-274,BI-2696,duplicates
LINK-02064,SEC-1399,ECOM-125,is duplicated by
LINK-02065,CLOUD-261,MOB-1660,blocks
LINK-02066,CRM-188,MOB-2864,duplicates
LINK-02067,CRM-4485,PORTAL-1738,blocks
LINK-02068,BANK-1982,ECOM-423,duplicates
LINK-02069,BI-1159,ECOM-1540,is blocked by
LINK-02070,MOB-3147,ERP-1648,duplicates
LINK-02071,ECOM-3263,CRM-2392,duplicates
LINK-02072,MOB-1953,MOB-1573,is duplicated by
LINK-02073,SEC-4010,CRM-916,blocks
LINK-02074,BI-851,PORTAL-4953,duplicates
LINK-02075,CRM-641,SEC-2423,blocks
LINK-02076,PORTAL-4475,ERP-2292,relates to
LINK-02077,CLOUD-740,ERP-1271,duplicates
LINK-02078,ERP-1930,BI-646,is blocked by
LINK-02079,CLOUD-3695,ECOM-2673,duplicates
LINK-02080,ECOM-3726,DATA-3011,is duplicated by
LINK-02081,CLOUD-3598,CLOUD-4777,is blocked by
LINK-02082,BI-3616,DATA-3956,blocks
LINK-02083,CLOUD-3268,MOB-3240,is duplicated by
LINK-02084,PORTAL-825,MOB-1416,relates to
LINK-02085,SEC-4503,CLOUD-3637,relates to
LINK-02086,SEC-4558,ERP-3592,relates to
LINK-02087,PORTAL-4901,PORTAL-2143,is blocked by
LINK-02088,MOB-1787,BI-4409,duplicates
LINK-02089,CRM-2101,PORTAL-2927,relates to
LINK-02090,PORTAL-2666,BANK-2677,is duplicated by
LINK-02091,ECOM-4883,CLOUD-3483,duplicates
LINK-02092,MOB-577,ERP-2419,relates to
LINK-02093,MOB-2379,ECOM-3573,relates to
LINK-02094,CLOUD-311,PORTAL-731,blocks
LINK-02095,SEC-2163,ERP-3529,is duplicated by
LINK-02096,BI-2507,ECOM-3015,is duplicated by
LINK-02097,MOB-4074,SEC-635,relates to
LINK-02098,ECOM-1020,BI-4775,is blocked by
LINK-02099,ERP-1725,BANK-4105,is blocked by
LINK-02100,CLOUD-532,DATA-4358,is blocked by
LINK-02101,ERP-2347,ECOM-4279,relates to
LINK-02102,CLOUD-2385,PORTAL-4521,is duplicated by
LINK-02103,ERP-3183,ECOM-1899,relates to
