issue_id,issue_key,project_key,issue_type,summary,description,priority,status,reporter,assignee,created_date,updated_date,due_date,resolved_date,story_points,sprint_id,component_id,label,epic_link,environment,resolution
4092,DATA-4092,DATA,Story,Flot garde complet franchir discours poussière.,"Ailleurs facile façon rencontre noir joindre. Nu oiseau soldat saisir gauche note.
Cabinet question conversation moment fine permettre. Aussitôt ah plein passage.",High,In Progress,user0046,user0010,2026-09-14,2026-09-14,2026-10-01,,21.0,SPR-0012,COMP-0004,data,DATA-3459,Testing,
4093,SEC-4093,SEC,Story,Politique chance quant à étoile conclure.,"Caresser droite d'abord amener auquel. Ou clef accomplir demande lune soudain étouffer vin. Précipiter fête tellement condamner réfléchir.
Autre nouveau compagnon colon sec. Pain remplacer toute terminer mer.",Highest,To Do,user0018,user0001,2026-09-14,2026-09-14,2026-10-11,,8.0,SPR-0053,COMP-0046,improvement,SEC-2373,Testing,
4094,ERP-4094,ERP,Sub-task,Perdu contenter mien réduire former trop volonté.,"Bon officier digne vaincre poète en tapis claire. Foi pied trouver est vous approcher séparer.
Achever sans yeux maladie rester elle pénétrer plein. Demi foule avance fier ordre pouvoir animal. Employer partie acheter forcer lutter médecin.",High,To Do,user0016,user0001,2026-09-14,2026-09-14,2026-12-06,,2.0,SPR-0022,COMP-0010,security,ERP-205,Testing,
4095,ECOM-4095,ECOM,Story,Capable il recevoir livrer endormir fonction.,"Nous pain école médecin. Travail professeur établir respecter billet appartenir assister.
Arbre hauteur quoi tu doucement rencontre. Fier plein aider moins contraire plaire bord.",Highest,To Do,user0035,user0045,2026-09-14,2026-09-14,2026-11-17,,8.0,SPR-0078,COMP-0044,database,ECOM-665,Staging,
4096,DATA-4096,DATA,Story,Herbe rang deviner pour claire trembler lien coûter.,"Presser toucher front type contre salle. Juste vieil pénétrer doux appel clair montrer.
Feuille vue partager long sein eh. Quelqu'Un argent pénétrer nez plutôt foi.
Clef précéder croix le midi feuille interrompre. Demi mille brûler journal.",Lowest,Done,user0015,user0050,2026-09-14,2026-09-14,2026-12-02,2026-09-15,13.0,SPR-0030,COMP-0011,mobile,DATA-2287,Staging,Done
4097,PORTAL-4097,PORTAL,Story,Rayon unique achever claire tour employer produire camarade maintenant trouver apporter.,Écarter morceau risquer six ignorer cerveau. Jour trop bras centre d'autres. Prêt chercher trembler venir aventure silence. Impression entrer tendre plutôt commencer ministre doigt.,Low,Reopened,user0027,user0049,2026-09-14,2026-09-14,2026-10-14,,8.0,SPR-0036,COMP-0032,improvement,PORTAL-4295,Production,
4098,ERP-4098,ERP,Story,Tour froid précieux colline poser envelopper profondément être sauvage françois naturellement recevoir.,Naturel beauté sujet genre. Métier vivant type souffler haut admettre pièce présenter. Important siècle fortune vingt huit cause atteindre blond. Auteur morceau vif gros qualité ligne haut.,Medium,Done,user0014,user0023,2026-09-14,2026-09-14,2026-12-06,2026-09-15,5.0,SPR-0059,COMP-0005,analytics,ERP-4639,Staging,Done
4099,ECOM-4099,ECOM,Task,Goutte boire poids d'autres droite disparaître état.,"Certainement couche désirer ensemble chasse douleur libre. Payer vieux événement le épais. Cinquante contenir garde figurer moitié lors conscience.
Coeur désormais violent soit. Caractère meilleur entendre terme. Mille prince but dominer échapper.",Highest,Done,user0016,user0023,2026-09-14,2026-09-14,2026-09-26,2026-09-15,1.0,SPR-0051,COMP-0004,database,,Production,Done
4100,DATA-4100,DATA,Sub-task,Désir saisir portier direction apprendre nature mémoire curiosité voiture reconnaître soldat épaule céder voisin santé suivant.,"Avec vert vue bien paupière. Entraîner nuage aventure terreur élément. Avoir voisin fatigue demander semblable non prendre.
Mort haïr présenter attacher préparer. Million consentir serrer course. Fait toute vers devant.",Medium,In Progress,user0048,user0050,2026-09-14,2026-09-14,2026-10-11,,5.0,SPR-0009,COMP-0013,production,,Testing,
4101,CLOUD-4101,CLOUD,Story,Champ principe vin soin instant avoir réduire jusque commander veiller monsieur charge lui renverser.,Retenir celui ordre chiffre feuille vivre puissance. Chair plante envoyer charger propre aucun maître. Faible politique amener froid cent éloigner étrange noir.,Medium,Done,user0013,user0033,2026-09-14,2026-09-14,2026-11-29,2026-09-15,5.0,SPR-0058,COMP-0047,bug,CLOUD-1129,Testing,Done
4102,ERP-4102,ERP,Story,Terminer plaire contenter oiseau sûr propre.,"Battre reculer ville atteindre sou. Adresser nous passé vieux soi.
Rond nerveux heure. Vague rejoindre chambre préparer discuter succès.",Medium,To Do,user0011,user0011,2026-09-14,2026-09-14,2026-11-15,,2.0,SPR-0077,COMP-0011,performance,ERP-1901,Testing,
4103,DATA-4103,DATA,Task,Troisième aile puissant vision mince prière partir reste précis chemise.,"Briser et tempête ton etc apprendre tirer. Fête beaux moment cerveau avant abri effet lire. Pas posséder longtemps casser sérieux savoir.
D'Abord train goût même faible règle. Guère complet remplir impossible réponse.",Highest,To Do,user0022,user0041,2026-09-14,2026-09-14,2026-11-01,,2.0,SPR-0021,COMP-0002,production,,Testing,
4104,BI-4104,BI,Bug,Acheter résister ne rapport important.,"Car second page âme secrétaire. Peu lire répandre songer réserver puissant sommet. Midi politique dieu docteur condition certainement.
État ordre composer amour. Empire toucher paraître chercher âge enfin.",Lowest,Done,user0018,user0018,2026-09-14,2026-09-14,2026-10-28,2026-09-15,21.0,SPR-0006,COMP-0005,database,BI-4960,Staging,Done
4105,BANK-4105,BANK,Sub-task,Dès savoir genre renverser habitant vieillard le chef en employer.,"Aucun disposer politique assister route tracer. Quinze davantage ne aller sable beaucoup tantôt.
Sauver on manier cela. Pensée noir second fort goût. Toile apercevoir rencontre faire. Arme lit aujourd'hui vrai partie repousser ce.",High,Blocked,user0029,user0045,2026-09-14,2026-09-14,2026-10-10,,3.0,SPR-0048,COMP-0002,performance,,Testing,
4106,CLOUD-4106,CLOUD,Bug,D'Autres marcher complet femme établir général réserver.,Mal guère chaîne gauche dos. Médecin neuf avec importer. Contenir soumettre voiture article précis.,Medium,To Do,user0013,user0042,2026-09-14,2026-09-14,2026-11-13,,2.0,SPR-0079,COMP-0030,urgent,,Development,
4107,BANK-4107,BANK,Sub-task,Croiser école épaule foi pourquoi port état perte mourir vent empêcher trou et travailler maintenant.,"Matière bouche rejoindre également. Portier vivre cela épais trembler parcourir raison.
Pluie colère puisque pitié monsieur abandonner.
Auquel terme ruine car table près. Sorte personne avenir approcher.",Medium,Blocked,user0033,user0042,2026-09-14,2026-09-14,2026-10-20,,2.0,SPR-0067,COMP-0038,customer,BANK-3452,Development,
4108,CLOUD-4108,CLOUD,Story,École comment ventre occuper puisque rapidement emporter repousser nuit.,"Proposer beauté autre lequel échapper dix. Grand sommet dieu profiter. Intérieur aller son quinze compagnie yeux train. Être détruire réduire enfermer forcer.
Eaux repousser entraîner hasard poids ensemble produire. Visible cher frais recherche.",High,Done,user0036,user0029,2026-09-14,2026-09-14,2026-12-04,2026-09-15,13.0,SPR-0035,COMP-0024,mobile,CLOUD-1615,Staging,Done
4109,ECOM-4109,ECOM,Task,Réduire unique ailleurs moyen matin soin village.,"Drôle poésie promener livrer couvrir campagne après. Abri compte faire victime ouvrir. Auquel geste contraire rompre arracher étrange coin endormir.
Me différent étroit combat supporter hier remercier.
Ainsi demander parvenir rose.",High,In Progress,user0048,user0048,2026-09-14,2026-09-14,2026-11-21,,2.0,SPR-0029,COMP-0044,security,,Development,
4110,ECOM-4110,ECOM,Task,Vide emporter sueur plein coin sur intéresser écrire chute eau.,"Système abattre tourner service naturel montrer faim. Clair ah cinquante retourner. Départ nourrir eau.
Chaud plein riche double partager autre étudier. Douter oeuvre sur précis tapis colère. État poussière mais puis.
Soutenir unique chien siècle.",Lowest,In Progress,user0033,user0018,2026-09-14,2026-09-14,2026-09-29,,8.0,SPR-0056,COMP-0026,api,ECOM-4071,Production,
4111,ERP-4111,ERP,Task,Permettre craindre désert poche lumière qualité leur quarante respirer.,Cher cent empêcher jardin calme rose. Naissance genou pensée éteindre certainement précipiter. Fonction tout vieillard courant remplacer vieux avant.,Medium,In Progress,user0048,user0020,2026-09-14,2026-09-14,2026-12-09,,1.0,SPR-0035,COMP-0042,production,,Staging,
4112,ECOM-4112,ECOM,Task,Détruire réunir espèce rose.,Petit femme tapis apprendre fortune médecin point. Paquet refuser craindre moins consentir départ. Aimer clair avant arracher voiture rang réclamer.,Low,Blocked,user0022,user0010,2026-09-14,2026-09-14,2026-10-08,,5.0,SPR-0001,COMP-0044,api,ECOM-2238,Staging,
4113,ERP-4113,ERP,Epic,Haïr amuser violence train tandis que toucher difficile partir.,"Journée veiller calme terreur désespoir printemps fine. Caractère verser relever hauteur seuil crier. Presser résistance comment depuis lui rocher.
Blond respecter accrocher est spectacle. Interroger chance contre même crier.",Highest,To Do,user0048,user0026,2026-09-14,2026-09-14,2026-09-28,,,SPR-0048,COMP-0012,api,,Staging,
4114,MOB-4114,MOB,Story,Prêt vaste droite ton engager second.,"Immobile son ami devant apprendre. Bleu prêter confondre inutile dix après. Éclat réflexion vide quart toute.
Composer casser raison renoncer parvenir. Un puissant alors ainsi.",Low,Done,user0004,user0049,2026-09-14,2026-09-14,2026-12-12,2026-09-15,1.0,SPR-0073,COMP-0021,mobile,MOB-4367,Production,Done
4115,ERP-4115,ERP,Task,Après convenir emmener paysan l'une dominer projet.,"Dehors couleur prévenir fier pierre être lequel. Retirer paysage espoir compagnie voyage vent. Endroit fleur vous âme ciel.
Calme aussitôt toile centre. Regard rare prêter écarter ligne étendue son. Avance attacher dessiner terreur rire.",High,In Progress,user0049,user0012,2026-09-14,2026-09-14,2026-10-25,,2.0,SPR-0037,COMP-0046,database,ERP-1318,Development,
4116,PORTAL-4116,PORTAL,Story,Contre réveiller habiter croiser poche difficile respecter franc passer.,Objet mériter véritable important complet taille folie. Combien présent après bas retrouver mieux couper. Rêver éviter placer source soirée.,Low,Blocked,user0015,user0018,2026-09-14,2026-09-14,2026-10-08,,5.0,SPR-0009,COMP-0004,bug,PORTAL-4614,Testing,
4117,BI-4117,BI,Story,Vouloir politique chasser ne dame pas.,"Reconnaître cesse peser dégager égal branche. Arbre lit ministre.
Avoir passé moi. Droit accomplir paix pièce dégager traverser.
Amour fille tant chat ville fond avouer.",High,Done,user0039,user0005,2026-09-14,2026-09-14,2026-10-25,2026-09-15,21.0,SPR-0016,COMP-0022,api,,Production,Done
4118,SEC-4118,SEC,Story,Justice bois drame esprit vue marcher marcher long exemple.,Sac horizon voix rendre traverser éclairer. Guère venir serrer médecin plaine contraire port tôt. Dessiner jeune détail usage troubler passion.,Low,Blocked,user0011,user0020,2026-09-14,2026-09-14,2026-11-06,,2.0,SPR-0010,COMP-0011,bug,SEC-3379,Production,
4119,ERP-4119,ERP,Task,Fou quatre compter fine cesse île ne.,"Page discours fond déposer être juger.
Considérer donner d'autres recherche peau fidèle haute quinze. Enfoncer confondre grâce théâtre épais.",High,Testing,user0019,user0018,2026-09-14,2026-09-14,2026-09-28,,5.0,SPR-0057,COMP-0011,performance,ERP-1050,Production,
4120,DATA-4120,DATA,Story,Scène curieux tout froid noir ton horizon voix.,"Joindre air répandre malade. Mauvais dieu loup escalier céder. Heure page eau souffrance.
Ennemi mort enfant inconnu chacun facile quelqu'un succès. Aussitôt calme usage blond si terminer. Suivant moins odeur profond voyage dessus.",Highest,Testing,user0047,user0002,2026-09-14,2026-09-14,2026-10-01,,13.0,SPR-0006,COMP-0007,database,DATA-3451,Staging,
4121,ERP-4121,ERP,Task,Masse prochain saison calme vous ancien neuf.,"Grandir village tapis jeune. Faible croix reconnaître fenêtre quelqu'un rapporter front.
Parmi précipiter reconnaître. Vérité travers supérieur vaincre. Machine rendre rendre joindre davantage toucher.",Highest,In Progress,user0008,user0049,2026-09-14,2026-09-14,2026-12-11,,3.0,SPR-0017,COMP-0033,technical-debt,,Staging,
4122,CLOUD-4122,CLOUD,Bug,Science naître haut seconde remonter.,"Projet terme à mien faux regarder.
Poids mauvais étage défaut expérience comme. Personne traiter politique trou nommer. Long respect papa recevoir consentir. Signifier parent poche nourrir large mieux rire huit.",Highest,In Progress,user0029,user0011,2026-09-14,2026-09-14,2026-12-04,,1.0,SPR-0007,COMP-0045,security,CLOUD-4997,Development,
4123,ERP-4123,ERP,Sub-task,Puis permettre dessus.,"Grâce protéger douleur tôt compte. Fortune magnifique faux perte bonheur désespoir. Haïr tapis entourer dix. Tout haïr beau réponse raison.
Garde impossible forme jardin employer.",High,To Do,user0046,user0026,2026-09-14,2026-09-14,2026-12-02,,8.0,SPR-0027,COMP-0019,frontend,ERP-643,Staging,
4124,MOB-4124,MOB,Story,Quatre frais demi.,"Son parce que bleu cheveu interroger. Surveiller journal hôtel comprendre imaginer.
Foule minute habitude avance pauvre. Jouer oublier plaine consentir fête ensuite.",Highest,Done,user0023,user0020,2026-09-14,2026-09-14,2026-10-26,2026-09-15,2.0,SPR-0010,COMP-0001,security,MOB-2670,Development,Done
4125,BANK-4125,BANK,Bug,Il été quartier reste facile bien espèce loup montagne planche docteur.,Forêt haine habiller droit poche chasser trou gros. Étroit début auteur moins neuf sembler planche. Soulever passion anglais conscience demande.,Lowest,Testing,user0001,user0050,2026-09-14,2026-09-14,2026-10-31,,1.0,SPR-0050,COMP-0028,technical-debt,,Staging,
4126,MOB-4126,MOB,Story,Devenir endroit avouer pourquoi quel loi ignorer.,"Refuser juger crise pied. Mémoire environ ramasser droit montrer.
Parti vêtir leur lit marché premier joli. Joue saint bleu résistance. Falloir entier autant yeux inutile.
Pays usage madame autre vérité.",Medium,Done,user0002,user0037,2026-09-14,2026-09-14,2026-11-04,2026-09-15,1.0,SPR-0043,COMP-0023,backend,MOB-3219,Staging,Done
4127,CRM-4127,CRM,Sub-task,Demande apporter falloir lèvre devoir profiter léger charge dos.,"Chat chaise roi corde ombre fixe guère glace. Neuf roman voisin son.
Tempête rouge juge accrocher gouvernement prochain. Traverser après bon éclater bord.",High,Blocked,user0008,user0007,2026-09-14,2026-09-14,2026-09-29,,3.0,SPR-0030,COMP-0022,backend,,Development,
4128,MOB-4128,MOB,Sub-task,Passage fumée nombre tourner clair détruire lien nez fruit.,"Penser fort quitter grand aucun énorme intérieur. Sentier soir sûr entrée précis blond contenter.
Recommencer certainement valoir gris. Troisième autrefois glisser droit. Selon auquel chaîne rouge vieillard certain type grâce.",Low,In Progress,user0014,user0050,2026-09-14,2026-09-14,2026-11-20,,21.0,SPR-0013,COMP-0024,mobile,MOB-3917,Testing,
4129,ERP-4129,ERP,Story,Lisser époque trouver silence vol.,"Souffrance arbre prendre.
Pouvoir rire blanc. Trembler genou pas aussi.
Forme quelqu'un preuve engager. Malade chaîne champ rire annoncer lune risquer.",High,Blocked,user0045,user0029,2026-09-14,2026-09-14,2026-11-13,,3.0,SPR-0002,COMP-0012,customer,ERP-4611,Staging,
4130,DATA-4130,DATA,Story,Regarder tendre chance rappeler fumer sourd.,Vêtement tirer sommet élément visible pain rang. Ramasser toi foule enfin élément pourtant. Comme eaux notre armée chemise arrêter comprendre certainement.,Highest,Testing,user0001,user0027,2026-09-14,2026-09-14,2026-11-23,,1.0,SPR-0024,COMP-0010,customer,DATA-3468,Development,
4131,SEC-4131,SEC,Task,Parcourir droit tandis que terreur appeler douceur tel amener compte coup fruit.,"Occuper sommet problème simple aussitôt. Peine séparer exemple très bureau être. Famille père digne blanc.
Arracher voyage réclamer auteur résister eaux oreille. Partie pensée vide saisir.",High,Done,user0047,user0002,2026-09-14,2026-09-14,2026-10-13,2026-09-15,1.0,SPR-0071,COMP-0048,mobile,,Production,Done
4132,CLOUD-4132,CLOUD,Story,Surtout essayer tout joie françois il repousser quoi.,Personne etc verser éteindre nourrir tache doigt. Titre attendre causer saison. Vers réponse attendre caractère. Longtemps lueur prière sans quelqu'un triste secours.,High,Done,user0005,user0037,2026-09-14,2026-09-14,2026-11-12,2026-09-15,1.0,SPR-0002,COMP-0007,improvement,CLOUD-4908,Staging,Done
4133,ECOM-4133,ECOM,Story,Espace juste habiter salle nuit dormir revenir passé aussi observer.,"Aller conduire ami. Premier nuage tendre acte nation étouffer y. Gens paupière compagnie ciel public.
Demain expliquer valeur ton mériter fatigue. Cuisine magnifique ensemble. Cas rendre front vision remplir longtemps habitude.",Lowest,Done,user0046,user0007,2026-09-14,2026-09-14,2026-11-24,2026-09-15,2.0,SPR-0080,COMP-0038,database,,Testing,Done
4134,SEC-4134,SEC,Task,Réclamer paraître oser pays feuille bas naturellement.,"Disposer souhaiter plonger par impression objet.
Prononcer après qui taille fait cela désespoir perdre. Enfin entrée quinze promettre expérience coin. Paysan jeu plusieurs jeunesse qualité mari.",Low,In Progress,user0040,user0010,2026-09-14,2026-09-14,2026-09-30,,3.0,SPR-0076,COMP-0023,urgent,SEC-659,Testing,
4135,ERP-4135,ERP,Bug,Inspirer près foule décrire poitrine cour rejeter détail forme direction vraiment travail.,"Passé oublier coup étude. Ensemble tendre diriger public accrocher pouvoir trace travail. Curiosité différent annoncer chiffre sentir.
Étoile relever contenter. Intérêt bureau médecin parent plante savoir jeu quelque.",Medium,To Do,user0016,user0033,2026-09-14,2026-09-14,2026-11-14,,3.0,SPR-0023,COMP-0046,production,ERP-643,Production,
4136,PORTAL-4136,PORTAL,Epic,Et sentier énorme jambe calme.,"Causer ensemble atteindre pitié jeu loi sept. Éloigner ignorer famille âgé herbe long. Vague demeurer commencer tache.
Étouffer genou tache soi oncle tandis que pas. Rouge chance aventure nu suivant.",Medium,Done,user0037,user0042,2026-09-14,2026-09-14,2026-09-25,2026-09-15,,SPR-0009,COMP-0047,database,,Production,Done
4137,CRM-4137,CRM,Bug,Apercevoir million capable mal chemin.,"Toucher chiffre sens anglais dégager. Eaux prévenir répandre prière présence secret rêver.
Écrire million rouge fidèle fil rouler. Vendre on recevoir avec. Tout cours tendre passer attaquer mort.",High,Blocked,user0043,user0023,2026-09-14,2026-09-14,2026-11-23,,5.0,SPR-0064,COMP-0030,technical-debt,,Development,
4138,ECOM-4138,ECOM,Task,Faible marché français salut faire chiffre.,"Erreur social endormir vêtir. Entre donner événement même réflexion. Secret vite aider toute.
Compter ordre huit jusque semblable oncle énergie. Homme herbe village installer doux.",Lowest,Done,user0041,user0020,2026-09-14,2026-09-14,2026-10-08,2026-09-15,1.0,SPR-0065,COMP-0006,bug,ECOM-4657,Testing,Done
4139,DATA-4139,DATA,Bug,Sentir fenêtre mauvais fils.,"Rouge peuple puis beau sol doucement. Honneur corps clef absolu.
Bataille claire vol fond général votre discussion. Environ bout cela réalité conclure précieux inventer amour. Lumière ressembler marchand franchir plonger apparaître mode.",Highest,Reopened,user0036,user0011,2026-09-14,2026-09-14,2026-11-18,,8.0,SPR-0023,COMP-0043,security,DATA-3537,Production,
4140,PORTAL-4140,PORTAL,Story,Professeur genou désormais savoir argent discuter assez ne celui.,Demeurer entretenir charger attendre moitié pendre. Loin précipiter remonter demander fort. Vague attirer chef vue endormir glisser.,Medium,Blocked,user0038,user0019,2026-09-14,2026-09-14,2026-09-23,,1.0,SPR-0058,COMP-0047,backend,PORTAL-1807,Testing,
4141,PORTAL-4141,PORTAL,Task,Éviter vivre conseil fuir tombe franchir retourner quant à rose afin de naissance te perte lieu.,"Derrière secours acheter pleurer passer maison début. Promener semaine nord.
Clair fond principe éviter que quartier geste. Avant ignorer qualité.
Éternel soin accepter beau. Présent coeur juge étonner.",Low,To Do,user0050,user0007,2026-09-14,2026-09-14,2026-12-01,,21.0,SPR-0054,COMP-0006,data,PORTAL-4683,Development,
4142,SEC-4142,SEC,Story,Or cesse seul oncle trois aimer accomplir ramener leur carte tour.,"Trésor problème tout. Moins inventer tranquille sueur effacer point.
Battre achever pour gauche figure. Tel baisser ombre théâtre toucher sans succès. Abri frais doux madame faim public leur.",Medium,Blocked,user0031,user0012,2026-09-14,2026-09-14,2026-12-02,,2.0,SPR-0062,COMP-0049,production,,Development,
4143,SEC-4143,SEC,Task,Ordre frais chemin animer.,"Air près femme ce moyen d'autres inutile dire. Lueur front près interroger garçon. Somme engager discuter appartenir suivant loup envoyer.
Accent plus existence hôtel nouveau. Madame chez surtout billet. Discuter déjà retourner idée saluer.",Low,In Progress,user0026,user0023,2026-09-14,2026-09-14,2026-12-04,,8.0,SPR-0045,COMP-0045,production,,Production,
4144,PORTAL-4144,PORTAL,Story,Absence arriver demande.,"Tout plein fonction semaine jaune. Prison attaquer souffrance sans. Compter établir moment.
Un idée représenter dehors. Tête entre confondre assurer caresser jeunesse douter. Dominer dessiner côté lune.",Medium,In Progress,user0022,user0002,2026-09-14,2026-09-14,2026-11-27,,13.0,SPR-0004,COMP-0044,mobile,PORTAL-4683,Development,
4145,SEC-4145,SEC,Story,Secret chien y suite danger témoin.,"Tache appeler lourd fête. Vieux dessus lune élément article.
Acte prouver désirer attention chaque. Coucher vision or français besoin sûr.
Qualité curieux lorsque réclamer bas prière caresser envoyer.",High,Blocked,user0023,user0020,2026-09-14,2026-09-14,2026-11-06,,1.0,SPR-0076,COMP-0028,analytics,SEC-4994,Staging,
4146,ERP-4146,ERP,Bug,Profondément puis rire réunir garder toit même sommet.,Fatigue sourd planche crise éteindre fou. Village révéler barbe bonheur renverser éclater dire. Présence vent décrire soi serrer arrière.,Medium,Blocked,user0014,user0026,2026-09-14,2026-09-14,2026-09-29,,21.0,SPR-0017,COMP-0005,production,ERP-1542,Development,
4147,BANK-4147,BANK,Story,Ensemble larme cependant aucun bureau argent projet garde vivre gauche entendre sorte jeune pendre.,"Fatiguer libre occasion ignorer loi chacun. Sol deviner tenter apporter. Flamme lune où affaire achever instinct oiseau peine.
Terrible assurer chiffre éviter côté.
Accuser remonter frapper éclater depuis.",High,Blocked,user0026,user0005,2026-09-14,2026-09-14,2026-12-04,,8.0,SPR-0006,COMP-0038,backend,BANK-4536,Development,
4148,ERP-4148,ERP,Task,Quarante apporter retrouver croire employer.,"Écouter étranger pouvoir être semaine existence fleur. Devoir roi remettre.
Résultat certes bon papier placer silence. Naturel tapis femme sol décider point conscience. Visible fer miser as rentrer poste.",Medium,In Progress,user0016,user0010,2026-09-14,2026-09-14,2026-11-26,,3.0,SPR-0079,COMP-0006,technical-debt,,Production,
4149,ERP-4149,ERP,Task,Seul coin fait article tellement derrière depuis regarder gris reprendre.,"Colline devant lueur. Retenir ah prêt. Vers désert ancien.
Plus tête déjà ligne usage produire poursuivre.",Lowest,To Do,user0029,user0019,2026-09-14,2026-09-14,2026-10-06,,21.0,SPR-0062,COMP-0024,frontend,ERP-889,Development,
4150,ERP-4150,ERP,Story,Étouffer avance maintenant lendemain retirer savoir consulter ainsi instant oeuvre rien secret.,Obliger perdre nommer mien agiter déposer présent militaire. Défaut voyage retirer près nombreux demeurer.,High,Blocked,user0029,user0020,2026-09-14,2026-09-14,2026-10-16,,13.0,SPR-0014,COMP-0042,api,ERP-4050,Testing,
4151,CRM-4151,CRM,Task,Police hauteur soldat cheval énorme bureau et avoir perdre sommeil.,"Inquiéter près retenir consulter pensée armer égal. Conscience achever court depuis.
Habitude demain pendant fumer souvenir goutte révéler. Occasion passé verre reprendre troubler.",Highest,Testing,user0038,user0002,2026-09-14,2026-09-14,2026-12-01,,5.0,SPR-0005,COMP-0014,production,CRM-3438,Production,
4152,ERP-4152,ERP,Task,Assister état robe circonstance cerveau d'autres posséder désigner.,"Étonner soir accompagner aimer demande donner arrêter matin. D'Abord commun rencontre chaise couper français.
Hauteur brusquement si delà traîner connaître. Soulever force intention goût.",High,In Progress,user0050,user0019,2026-09-14,2026-09-14,2026-11-10,,5.0,SPR-0048,COMP-0005,analytics,ERP-4748,Staging,
4153,DATA-4153,DATA,Story,Vaincre voisin phrase l'un figurer.,"Hier disparaître pendre sorte commencement. Gens race source éloigner joindre falloir ouvert. Qualité toujours grave rouler avant étouffer continuer départ.
Tôt étonner près. Gris danger voyage article leur rêve jeune.",Low,In Progress,user0034,user0007,2026-09-14,2026-09-14,2026-12-06,,2.0,SPR-0064,COMP-0011,frontend,DATA-3468,Production,
4154,SEC-4154,SEC,Story,Oser route établir.,"Prévoir joindre rejeter énorme mari résistance peuple me. Autrefois rouler retenir énorme tout dégager.
Situation entrer étouffer courage. Delà plan fenêtre aujourd'hui genou serrer retirer.",Medium,To Do,user0008,user0001,2026-09-14,2026-09-14,2026-11-23,,8.0,SPR-0012,COMP-0016,api,SEC-3973,Testing,
4155,ECOM-4155,ECOM,Task,Joie raconter miser sentiment.,"Pointe saint tard exprimer circonstance cela mille. Nécessaire présence joindre peser.
Comprendre etc pas difficile coûter rapporter livre. Auprès dimanche tourner visite glace remonter. Particulier quand cri chef nul ancien.",High,In Progress,user0039,user0045,2026-09-14,2026-09-14,2026-10-03,,21.0,SPR-0052,COMP-0040,frontend,,Production,
4156,BANK-4156,BANK,Task,Reculer travailler femme eh vous usage phrase coeur enfin conscience aspect ensuite.,Vaste haïr hésiter avance emporter. Dès se goût habitude. Sur blanc distance interroger.,Lowest,Testing,user0006,user0037,2026-09-14,2026-09-14,2026-11-05,,1.0,SPR-0052,COMP-0002,technical-debt,,Production,
4157,ERP-4157,ERP,Story,Dix en place subir miser bouche visite nation.,"Social former pointe. Abandonner importer auprès monde entendre dans.
Accomplir parti intérêt signe complet retenir chant. Recevoir cent parole enfant chaud. Religion croix rompre devant grâce souvenir.
Dehors chaud etc entendre descendre.",Low,To Do,user0048,user0045,2026-09-14,2026-09-14,2026-10-19,,21.0,SPR-0076,COMP-0046,analytics,,Production,
4158,MOB-4158,MOB,Task,Creuser semaine sommet paraître mériter etc appel pied.,"En cesser emmener second pays solitude révéler sept. Ensuite abandonner vite paysan signer. Oublier soldat désespoir toi rayon tomber.
Manquer sommeil intention vraiment. Morceau construire train façon sueur.",High,In Progress,user0028,user0007,2026-09-14,2026-09-14,2026-10-12,,5.0,SPR-0057,COMP-0002,customer,MOB-4650,Staging,
4159,ECOM-4159,ECOM,Story,Général maintenant vie léger prendre libre petit arriver problème arme apparaître décider angoisse.,"Noire million parce que en gens. Toucher acte trop fin répandre chien monsieur.
Former difficile précis ce. Palais départ verre subir classe rose beaux.",Low,To Do,user0023,user0049,2026-09-14,2026-09-14,2026-10-14,,8.0,SPR-0039,COMP-0022,mobile,ECOM-4232,Testing,
4160,MOB-4160,MOB,Bug,Tout lendemain auprès afin de patron très ville venir.,"Heureux énorme main naissance marchand public siècle. Entrée étage recommencer trace même.
Ressembler depuis te mort assister. Étranger pur tracer tombe mur. Remarquer raconter d'autres plante tempête aucun.",Lowest,Testing,user0040,user0037,2026-09-14,2026-09-14,2026-11-29,,8.0,SPR-0052,COMP-0014,data,MOB-3219,Testing,
4161,CLOUD-4161,CLOUD,Task,Action curieux goût être poitrine avancer.,"Départ jamais million d'autres poursuivre. Visible simplement retour. Douter comment enfant pensée.
Verser drame elle taille. Figurer parfois écrire réclamer trésor courir avance.",Medium,In Progress,user0012,user0015,2026-09-14,2026-09-14,2026-12-07,,1.0,SPR-0069,COMP-0035,urgent,,Production,
4162,PORTAL-4162,PORTAL,Story,Convenir dessus également apparaître habitude réduire énorme secours théâtre ici bonheur plante fatigue partie.,"Prévenir faire poste front échapper au. Emmener affirmer arrêter risquer afin de peur. Déjà discuter vin mener demeurer crier.
Note trois acte si race éviter elle. Fidèle témoin obliger soin nourrir.",Medium,In Progress,user0015,user0023,2026-09-14,2026-09-14,2026-10-19,,13.0,SPR-0029,COMP-0050,api,PORTAL-1807,Development,
4163,CLOUD-4163,CLOUD,Sub-task,Surtout poste gauche accomplir autre rêver sauver cependant table davantage roi fils chaîne sourire remonter.,"Hier éviter occasion monde exposer éprouver société agiter. Quel fauteuil haut conversation rouge.
Prière suite fils abri facile là ruine. Assurer tromper ceci sauver frais chance vers.",Highest,Testing,user0039,user0018,2026-09-14,2026-09-14,2026-11-16,,3.0,SPR-0029,COMP-0029,production,CLOUD-437,Testing,
