history_id,issue_key,old_status,new_status,changed_by,changed_date
12644,PORTAL-4475,,To Do,user0033,2026-09-14
12645,PORTAL-4475,To Do,In Progress,user0042,2026-09-21
12646,DATA-4476,,To Do,user0050,2026-09-14
12647,DATA-4476,To Do,In Progress,user0025,2026-09-18
12648,DATA-4476,In Progress,Testing,user0045,2026-09-24
12649,DATA-4476,Testing,Done,user0010,2026-10-05
12650,DATA-4477,,To Do,user0024,2026-09-14
12651,DATA-4477,To Do,In Progress,user0041,2026-09-19
12652,ERP-4478,,To Do,user0033,2026-09-14
12653,ERP-4478,To Do,In Progress,user0021,2026-09-21
12654,ERP-4478,In Progress,Blocked,user0026,2026-09-16
12655,PORTAL-4479,,To Do,user0012,2026-09-14
12656,PORTAL-4479,To Do,In Progress,user0015,2026-09-18
12657,PORTAL-4479,In Progress,Testing,user0029,2026-09-20
12658,PORTAL-4479,Testing,Done,user0021,2026-10-05
12659,PORTAL-4479,Done,Reopened,user0045,2026-09-26
12660,BANK-4480,,To Do,user0049,2026-09-14
12661,CRM-4481,,To Do,user0022,2026-09-14
12662,CRM-4481,To Do,In Progress,user0020,2026-09-16
12663,CRM-4481,In Progress,Testing,user0023,2026-09-16
12664,ECOM-4482,,To Do,user0008,2026-09-14
12665,ECOM-4482,To Do,In Progress,user0035,2026-09-18
12666,ECOM-4482,In Progress,Testing,user0050,2026-09-18
12667,ECOM-4482,Testing,Done,user0008,2026-09-20
12668,ECOM-4483,,To Do,user0012,2026-09-14
12669,ECOM-4483,To Do,In Progress,user0043,2026-09-15
12670,ECOM-4483,In Progress,Testing,user0050,2026-09-26
12671,ECOM-4483,Testing,Done,user0030,2026-09-23
12672,PORTAL-4484,,To Do,user0042,2026-09-14
12673,CRM-4485,,To Do,user0034,2026-09-14
12674,CRM-4485,To Do,In Progress,user0013,2026-09-15
12675,BI-4486,,To Do,user0029,2026-09-14
12676,BI-4486,To Do,In Progress,user0021,2026-09-15
12677,BI-4486,In Progress,Testing,user0020,2026-09-20
12678,BI-4486,Testing,Done,user0001,2026-09-23
12679,CRM-4487,,To Do,user0032,2026-09-14
12680,CRM-4487,To Do,In Progress,user0006,2026-09-17
12681,SEC-4488,,To Do,user0012,2026-09-14
12682,SEC-4488,To Do,In Progress,user0015,2026-09-17
12683,BI-4489,,To Do,user0001,2026-09-14
12684,BI-4489,To Do,In Progress,user0048,2026-09-21
12685,BI-4489,In Progress,Testing,user0034,2026-09-20
12686,BI-4489,Testing,Done,user0041,2026-09-29
12687,CLOUD-4490,,To Do,user0002,2026-09-14
12688,CLOUD-4490,To Do,In Progress,user0048,2026-09-20
12689,CLOUD-4490,In Progress,Testing,user0040,2026-09-22
12690,CRM-4491,,To Do,user0001,2026-09-14
12691,CRM-4491,To Do,In Progress,user0017,2026-09-20
12692,ERP-4492,,To Do,user0010,2026-09-14
12693,ERP-4492,To Do,In Progress,user0044,2026-09-18
12694,ERP-4492,In Progress,Testing,user0007,2026-09-22
12695,ERP-4492,Testing,Done,user0048,2026-10-02
12696,DATA-4493,,To Do,user0025,2026-09-14
12697,DATA-4493,To Do,In Progress,user0030,2026-09-20
12698,DATA-4493,In Progress,Testing,user0013,2026-09-22
12699,DATA-4493,Testing,Done,user0041,2026-09-23
12700,CRM-4494,,To Do,user0024,2026-09-14
12701,CRM-4494,To Do,In Progress,user0035,2026-09-16
12702,CRM-4494,In Progress,Blocked,user0044,2026-09-20
12703,BANK-4495,,To Do,user0039,2026-09-14
12704,BANK-4495,To Do,In Progress,user0033,2026-09-17
12705,BANK-4495,In Progress,Testing,user0014,2026-09-16
12706,BANK-4495,Testing,Done,user0044,2026-10-02
12707,DATA-4496,,To Do,user0010,2026-09-14
12708,DATA-4496,To Do,In Progress,user0008,2026-09-15
12709,CLOUD-4497,,To Do,user0048,2026-09-14
12710,CLOUD-4497,To Do,In Progress,user0048,2026-09-16
12711,CLOUD-4497,In Progress,Blocked,user0048,2026-09-22
12712,BANK-4498,,To Do,user0026,2026-09-14
12713,BANK-4498,To Do,In Progress,user0022,2026-09-19
12714,BANK-4498,In Progress,Testing,user0050,2026-09-20
12715,BANK-4498,Testing,Done,user0026,2026-09-29
12716,BANK-4499,,To Do,user0041,2026-09-14
12717,BANK-4499,To Do,In Progress,user0005,2026-09-16
12718,PORTAL-4500,,To Do,user0006,2026-09-14
12719,PORTAL-4500,To Do,In Progress,user0032,2026-09-18
12720,PORTAL-4500,In Progress,Blocked,user0047,2026-09-28
12721,SEC-4501,,To Do,user0002,2026-09-14
12722,SEC-4501,To Do,In Progress,user0011,2026-09-15
12723,ECOM-4502,,To Do,user0008,2026-09-14
12724,ECOM-4502,To Do,In Progress,user0004,2026-09-21
12725,ECOM-4502,In Progress,Testing,user0037,2026-09-20
12726,ECOM-4502,Testing,Done,user0039,2026-09-20
12727,SEC-4503,,To Do,user0016,2026-09-14
12728,SEC-4503,To Do,In Progress,user0025,2026-09-15
12729,DATA-4504,,To Do,user0046,2026-09-14
12730,MOB-4505,,To Do,user0025,2026-09-14
12731,MOB-4505,To Do,In Progress,user0043,2026-09-18
12732,MOB-4505,In Progress,Testing,user0002,2026-09-28
12733,MOB-4505,Testing,Done,user0048,2026-09-20
12734,SEC-4506,,To Do,user0020,2026-09-14
12735,SEC-4506,To Do,In Progress,user0012,2026-09-19
12736,SEC-4506,In Progress,Testing,user0041,2026-09-28
12737,BI-4507,,To Do,user0040,2026-09-14
12738,BI-4507,To Do,In Progress,user0030,2026-09-15
12739,BI-4507,In Progress,Testing,user0013,2026-09-24
12740,BI-4507,Testing,Done,user0001,2026-09-23
12741,ECOM-4508,,To Do,user0002,2026-09-14
12742,ECOM-4508,To Do,In Progress,user0030,2026-09-18
12743,ECOM-4508,In Progress,Testing,user0009,2026-09-26
12744,ECOM-4508,Testing,Done,user0044,2026-09-23
12745,BANK-4509,,To Do,user0009,2026-09-14
12746,BANK-4509,To Do,In Progress,user0003,2026-09-15
12747,PORTAL-4510,,To Do,user0035,2026-09-14
12748,PORTAL-4510,To Do,In Progress,user0038,2026-09-17
12749,PORTAL-4510,In Progress,Blocked,user0004,2026-09-18
12750,BANK-4511,,To Do,user0028,2026-09-14
12751,BANK-4511,To Do,In Progress,user0001,2026-09-20
12752,PORTAL-4512,,To Do,user0033,2026-09-14
12753,PORTAL-4512,To Do,In Progress,user0013,2026-09-17
12754,PORTAL-4512,In Progress,Testing,user0041,2026-09-24
12755,ERP-4513,,To Do,user0040,2026-09-14
12756,ERP-4513,To Do,In Progress,user0016,2026-09-15
12757,SEC-4514,,To Do,user0013,2026-09-14
12758,SEC-4514,To Do,In Progress,user0038,2026-09-21
12759,ECOM-4515,,To Do,user0018,2026-09-14
12760,BI-4516,,To Do,user0006,2026-09-14
12761,BI-4516,To Do,In Progress,user0042,2026-09-20
12762,BI-4516,In Progress,Testing,user0033,2026-09-16
12763,BI-4516,Testing,Done,user0050,2026-10-05
12764,MOB-4517,,To Do,user0010,2026-09-14
12765,SEC-4518,,To Do,user0018,2026-09-14
12766,SEC-4518,To Do,In Progress,user0039,2026-09-16
12767,SEC-4518,In Progress,Blocked,user0015,2026-09-18
12768,BANK-4519,,To Do,user0006,2026-09-14
12769,BANK-4519,To Do,In Progress,user0023,2026-09-18
12770,BANK-4519,In Progress,Testing,user0005,2026-09-22
12771,BANK-4519,Testing,Done,user0028,2026-09-20
12772,DATA-4520,,To Do,user0008,2026-09-14
12773,DATA-4520,To Do,In Progress,user0024,2026-09-15
12774,DATA-4520,In Progress,Testing,user0025,2026-09-24
12775,DATA-4520,Testing,Done,user0039,2026-10-02
12776,PORTAL-4521,,To Do,user0023,2026-09-14
12777,PORTAL-4521,To Do,In Progress,user0024,2026-09-20
12778,BANK-4522,,To Do,user0039,2026-09-14
12779,BANK-4522,To Do,In Progress,user0005,2026-09-20
12780,BANK-4522,In Progress,Testing,user0030,2026-09-26
12781,BANK-4522,Testing,Done,user0004,2026-09-29
12782,ERP-4523,,To Do,user0036,2026-09-14
12783,DATA-4524,,To Do,user0022,2026-09-14
12784,DATA-4524,To Do,In Progress,user0026,2026-09-18
12785,DATA-4524,In Progress,Testing,user0017,2026-09-18
12786,DATA-4524,Testing,Done,user0048,2026-09-17
12787,PORTAL-4525,,To Do,user0028,2026-09-14
12788,PORTAL-4525,To Do,In Progress,user0024,2026-09-16
12789,MOB-4526,,To Do,user0008,2026-09-14
12790,MOB-4526,To Do,In Progress,user0018,2026-09-18
12791,MOB-4526,In Progress,Testing,user0042,2026-09-16
12792,MOB-4526,Testing,Done,user0045,2026-09-20
12793,MOB-4527,,To Do,user0029,2026-09-14
12794,MOB-4527,To Do,In Progress,user0037,2026-09-16
12795,MOB-4527,In Progress,Testing,user0004,2026-09-18
12796,DATA-4528,,To Do,user0018,2026-09-14
12797,DATA-4528,To Do,In Progress,user0046,2026-09-17
12798,SEC-4529,,To Do,user0030,2026-09-14
12799,SEC-4529,To Do,In Progress,user0007,2026-09-17
12800,SEC-4529,In Progress,Testing,user0009,2026-09-26
12801,SEC-4529,Testing,Done,user0036,2026-09-29
12802,CLOUD-4530,,To Do,user0002,2026-09-14
12803,CLOUD-4530,To Do,In Progress,user0043,2026-09-20
12804,CLOUD-4530,In Progress,Testing,user0016,2026-09-26
12805,CLOUD-4530,Testing,Done,user0031,2026-09-26
12806,PORTAL-4531,,To Do,user0049,2026-09-14
12807,PORTAL-4531,To Do,In Progress,user0022,2026-09-15
12808,PORTAL-4531,In Progress,Testing,user0010,2026-09-20
12809,PORTAL-4531,Testing,Done,user0015,2026-09-23
12810,MOB-4532,,To Do,user0031,2026-09-14
12811,MOB-4532,To Do,In Progress,user0002,2026-09-20
12812,MOB-4532,In Progress,Testing,user0032,2026-09-18
12813,DATA-4533,,To Do,user0032,2026-09-14
12814,DATA-4534,,To Do,user0007,2026-09-14
12815,DATA-4534,To Do,In Progress,user0041,2026-09-21
12816,DATA-4534,In Progress,Testing,user0047,2026-09-28
12817,DATA-4534,Testing,Done,user0044,2026-10-05
12818,BANK-4535,,To Do,user0043,2026-09-14
12819,BANK-4535,To Do,In Progress,user0036,2026-09-19
12820,BANK-4535,In Progress,Testing,user0032,2026-09-26
12821,BANK-4535,Testing,Done,user0010,2026-10-02
12822,BANK-4536,,To Do,user0050,2026-09-14
12823,BANK-4536,To Do,In Progress,user0033,2026-09-18
12824,BANK-4536,In Progress,Testing,user0050,2026-09-18
12825,BANK-4536,Testing,Done,user0022,2026-09-26
12826,BI-4537,,To Do,user0004,2026-09-14
12827,BI-4537,To Do,In Progress,user0041,2026-09-21
12828,BI-4537,In Progress,Testing,user0006,2026-09-18
12829,BI-4537,Testing,Done,user0011,2026-10-02
12830,DATA-4538,,To Do,user0024,2026-09-14
12831,DATA-4538,To Do,In Progress,user0019,2026-09-21
12832,DATA-4538,In Progress,Testing,user0048,2026-09-24
12833,DATA-4538,Testing,Done,user0028,2026-09-20
12834,PORTAL-4539,,To Do,user0011,2026-09-14
12835,PORTAL-4539,To Do,In Progress,user0015,2026-09-17
12836,PORTAL-4539,In Progress,Testing,user0025,2026-09-24
12837,PORTAL-4539,Testing,Done,user0008,2026-09-26
12838,PORTAL-4539,Done,Reopened,user0014,2026-10-04
12839,PORTAL-4540,,To Do,user0050,2026-09-14
12840,PORTAL-4540,To Do,In Progress,user0038,2026-09-16
12841,PORTAL-4540,In Progress,Blocked,user0013,2026-09-20
12842,ECOM-4541,,To Do,user0010,2026-09-14
12843,ECOM-4541,To Do,In Progress,user0022,2026-09-15
12844,BI-4542,,To Do,user0037,2026-09-14
12845,BI-4542,To Do,In Progress,user0012,2026-09-17
12846,BI-4542,In Progress,Testing,user0014,2026-09-18
12847,BI-4542,Testing,Done,user0038,2026-10-05
12848,CLOUD-4543,,To Do,user0041,2026-09-14
12849,CLOUD-4543,To Do,In Progress,user0015,2026-09-21
12850,CLOUD-4543,In Progress,Testing,user0022,2026-09-16
12851,CLOUD-4543,Testing,Done,user0046,2026-09-29
12852,PORTAL-4544,,To Do,user0044,2026-09-14
12853,PORTAL-4544,To Do,In Progress,user0003,2026-09-15
12854,PORTAL-4544,In Progress,Testing,user0045,2026-09-20
12855,PORTAL-4544,Testing,Done,user0035,2026-09-17
12856,PORTAL-4544,Done,Reopened,user0022,2026-10-08
12857,MOB-4545,,To Do,user0042,2026-09-14
12858,MOB-4545,To Do,In Progress,user0037,2026-09-18
12859,MOB-4545,In Progress,Testing,user0009,2026-09-22
12860,MOB-4545,Testing,Done,user0033,2026-09-20
12861,ECOM-4546,,To Do,user0004,2026-09-14
12862,ECOM-4546,To Do,In Progress,user0036,2026-09-20
12863,ECOM-4546,In Progress,Blocked,user0008,2026-09-24
12864,ECOM-4547,,To Do,user0045,2026-09-14
12865,ERP-4548,,To Do,user0029,2026-09-14
12866,ERP-4548,To Do,In Progress,user0034,2026-09-15
12867,CLOUD-4549,,To Do,user0036,2026-09-14
12868,CLOUD-4549,To Do,In Progress,user0004,2026-09-17
12869,CLOUD-4549,In Progress,Testing,user0004,2026-09-16
12870,CLOUD-4549,Testing,Done,user0034,2026-09-20
12871,ERP-4550,,To Do,user0041,2026-09-14
12872,ERP-4550,To Do,In Progress,user0007,2026-09-19
12873,ERP-4550,In Progress,Blocked,user0048,2026-09-16
12874,DATA-4551,,To Do,user0009,2026-09-14
12875,DATA-4551,To Do,In Progress,user0015,2026-09-15
12876,MOB-4552,,To Do,user0002,2026-09-14
12877,MOB-4552,To Do,In Progress,user0026,2026-09-19
12878,SEC-4553,,To Do,user0013,2026-09-14
12879,SEC-4553,To Do,In Progress,user0032,2026-09-16
12880,SEC-4553,In Progress,Testing,user0037,2026-09-20
12881,SEC-4553,Testing,Done,user0005,2026-09-26
12882,SEC-4553,Done,Reopened,user0026,2026-09-22
12883,BI-4554,,To Do,user0001,2026-09-14
12884,BI-4554,To Do,In Progress,user0009,2026-09-18
12885,BI-4554,In Progress,Testing,user0047,2026-09-28
12886,BI-4554,Testing,Done,user0004,2026-09-29
12887,ECOM-4555,,To Do,user0039,2026-09-14
12888,ECOM-4555,To Do,In Progress,user0045,2026-09-16
12889,ECOM-4555,In Progress,Testing,user0019,2026-09-20
12890,ECOM-4555,Testing,Done,user0028,2026-10-05
12891,BANK-4556,,To Do,user0025,2026-09-14
12892,BANK-4556,To Do,In Progress,user0001,2026-09-19
12893,BANK-4556,In Progress,Testing,user0038,2026-09-26
12894,BANK-4556,Testing,Done,user0004,2026-09-17
12895,BANK-4556,Done,Reopened,user0014,2026-09-22
12896,PORTAL-4557,,To Do,user0037,2026-09-14
12897,PORTAL-4557,To Do,In Progress,user0016,2026-09-21
12898,SEC-4558,,To Do,user0038,2026-09-14
12899,SEC-4558,To Do,In Progress,user0041,2026-09-20
12900,ECOM-4559,,To Do,user0047,2026-09-14
12901,BANK-4560,,To Do,user0033,2026-09-14
12902,BANK-4560,To Do,In Progress,user0004,2026-09-21
12903,BANK-4560,In Progress,Testing,user0018,2026-09-20
12904,ERP-4561,,To Do,user0026,2026-09-14
12905,ERP-4561,To Do,In Progress,user0001,2026-09-15
12906,ECOM-4562,,To Do,user0037,2026-09-14
12907,BANK-4563,,To Do,user0039,2026-09-14
12908,BANK-4563,To Do,In Progress,user0038,2026-09-17
12909,ERP-4564,,To Do,user0014,2026-09-14
12910,ERP-4564,To Do,In Progress,user0040,2026-09-17
12911,ERP-4565,,To Do,user0046,2026-09-14
12912,ERP-4565,To Do,In Progress,user0011,2026-09-20
12913,ERP-4565,In Progress,Blocked,user0012,2026-09-16
12914,CLOUD-4566,,To Do,user0014,2026-09-14
12915,CLOUD-4566,To Do,In Progress,user0004,2026-09-20
12916,CLOUD-4566,In Progress,Testing,user0020,2026-09-28
12917,CLOUD-4566,Testing,Done,user0037,2026-10-05
12918,SEC-4567,,To Do,user0037,2026-09-14
12919,SEC-4567,To Do,In Progress,user0034,2026-09-18
12920,SEC-4567,In Progress,Testing,user0003,2026-09-28
12921,SEC-4568,,To Do,user0021,2026-09-14
12922,SEC-4568,To Do,In Progress,user0003,2026-09-21
12923,SEC-4568,In Progress,Testing,user0020,2026-09-16
12924,BI-4569,,To Do,user0015,2026-09-14
12925,BI-4569,To Do,In Progress,user0007,2026-09-15
12926,BI-4569,In Progress,Testing,user0005,2026-09-16
12927,BI-4569,Testing,Done,user0028,2026-10-02
12928,MOB-4570,,To Do,user0002,2026-09-14
12929,ERP-4571,,To Do,user0023,2026-09-14
12930,ERP-4571,To Do,In Progress,user0009,2026-09-15
12931,ERP-4571,In Progress,Testing,user0005,2026-09-26
12932,ERP-4571,Testing,Done,user0031,2026-09-17
12933,CRM-4572,,To Do,user0016,2026-09-14
12934,CRM-4572,To Do,In Progress,user0013,2026-09-17
12935,MOB-4573,,To Do,user0049,2026-09-14
12936,MOB-4573,To Do,In Progress,user0019,2026-09-20
12937,MOB-4573,In Progress,Testing,user0011,2026-09-26
12938,MOB-4573,Testing,Done,user0016,2026-10-02
12939,MOB-4573,Done,Reopened,user0024,2026-09-30
12940,DATA-4574,,To Do,user0014,2026-09-14
12941,DATA-4574,To Do,In Progress,user0031,2026-09-21
12942,DATA-4574,In Progress,Testing,user0024,2026-09-20
12943,DATA-4574,Testing,Done,user0017,2026-09-29
12944,DATA-4575,,To Do,user0007,2026-09-14
12945,DATA-4575,To Do,In Progress,user0041,2026-09-16
12946,DATA-4575,In Progress,Testing,user0012,2026-09-24
12947,DATA-4575,Testing,Done,user0020,2026-09-26
12948,DATA-4575,Done,Reopened,user0020,2026-09-22
12949,CLOUD-4576,,To Do,user0006,2026-09-14
12950,CLOUD-4576,To Do,In Progress,user0050,2026-09-17
12951,CLOUD-4576,In Progress,Testing,user0022,2026-09-24
12952,CLOUD-4576,Testing,Done,user0040,2026-10-05
12953,CRM-4577,,To Do,user0008,2026-09-14
12954,CRM-4577,To Do,In Progress,user0040,2026-09-19
12955,ECOM-4578,,To Do,user0026,2026-09-14
12956,ECOM-4578,To Do,In Progress,user0042,2026-09-17
12957,ECOM-4578,In Progress,Blocked,user0035,2026-09-28
12958,PORTAL-4579,,To Do,user0017,2026-09-14
12959,PORTAL-4579,To Do,In Progress,user0029,2026-09-20
12960,PORTAL-4579,In Progress,Testing,user0040,2026-09-18
12961,ERP-4580,,To Do,user0037,2026-09-14
12962,ERP-4580,To Do,In Progress,user0042,2026-09-16
12963,ERP-4581,,To Do,user0006,2026-09-14
12964,ERP-4581,To Do,In Progress,user0008,2026-09-18
12965,ERP-4581,In Progress,Blocked,user0031,2026-09-18
12966,PORTAL-4582,,To Do,user0010,2026-09-14
12967,PORTAL-4582,To Do,In Progress,user0012,2026-09-17
12968,PORTAL-4582,In Progress,Blocked,user0009,2026-09-22
12969,ECOM-4583,,To Do,user0006,2026-09-14
12970,ECOM-4583,To Do,In Progress,user0021,2026-09-15
12971,ECOM-4583,In Progress,Testing,user0002,2026-09-28
12972,ECOM-4583,Testing,Done,user0008,2026-09-26
12973,SEC-4584,,To Do,user0035,2026-09-14
12974,PORTAL-4585,,To Do,user0009,2026-09-14
12975,BANK-4586,,To Do,user0010,2026-09-14
12976,BANK-4586,To Do,In Progress,user0049,2026-09-21
12977,BANK-4586,In Progress,Testing,user0032,2026-09-16
12978,BANK-4586,Testing,Done,user0006,2026-09-17
12979,BANK-4587,,To Do,user0025,2026-09-14
12980,MOB-4588,,To Do,user0021,2026-09-14
12981,MOB-4588,To Do,In Progress,user0003,2026-09-16
12982,MOB-4588,In Progress,Testing,user0021,2026-09-16
12983,MOB-4588,Testing,Done,user0032,2026-10-05
12984,BI-4589,,To Do,user0022,2026-09-14
12985,BI-4589,To Do,In Progress,user0029,2026-09-17
12986,BI-4589,In Progress,Testing,user0003,2026-09-26
12987,BI-4589,Testing,Done,user0007,2026-10-05
12988,CRM-4590,,To Do,user0016,2026-09-14
12989,CLOUD-4591,,To Do,user0043,2026-09-14
12990,CLOUD-4591,To Do,In Progress,user0002,2026-09-21
12991,CLOUD-4591,In Progress,Testing,user0050,2026-09-18
12992,CLOUD-4591,Testing,Done,user0046,2026-09-26
12993,CRM-4592,,To Do,user0029,2026-09-14
12994,CRM-4592,To Do,In Progress,user0040,2026-09-20
12995,ECOM-4593,,To Do,user0037,2026-09-14
12996,ECOM-4593,To Do,In Progress,user0043,2026-09-15
12997,ECOM-4593,In Progress,Blocked,user0009,2026-09-24
12998,SEC-4594,,To Do,user0050,2026-09-14
12999,SEC-4594,To Do,In Progress,user0001,2026-09-17
13000,SEC-4594,In Progress,Testing,user0010,2026-09-20
13001,SEC-4595,,To Do,user0035,2026-09-14
13002,SEC-4595,To Do,In Progress,user0009,2026-09-16
13003,ERP-4596,,To Do,user0011,2026-09-14
13004,ERP-4596,To Do,In Progress,user0003,2026-09-15
13005,PORTAL-4597,,To Do,user0022,2026-09-14
13006,PORTAL-4597,To Do,In Progress,user0006,2026-09-17
13007,PORTAL-4597,In Progress,Testing,user0033,2026-09-16
13008,PORTAL-4597,Testing,Done,user0019,2026-10-05
13009,PORTAL-4597,Done,Reopened,user0039,2026-09-22
13010,BANK-4598,,To Do,user0039,2026-09-14
13011,BANK-4598,To Do,In Progress,user0027,2026-09-20
13012,BANK-4598,In Progress,Testing,user0026,2026-09-22
13013,BANK-4598,Testing,Done,user0009,2026-09-23
13014,BANK-4599,,To Do,user0016,2026-09-14
13015,BANK-4599,To Do,In Progress,user0015,2026-09-20
13016,CLOUD-4600,,To Do,user0014,2026-09-14
13017,CLOUD-4600,To Do,In Progress,user0013,2026-09-15
13018,MOB-4601,,To Do,user0023,2026-09-14
13019,MOB-4601,To Do,In Progress,user0012,2026-09-18
13020,MOB-4601,In Progress,Testing,user0012,2026-09-16
13021,MOB-4601,Testing,Done,user0030,2026-10-02
13022,BI-4602,,To Do,user0006,2026-09-14
13023,BI-4602,To Do,In Progress,user0045,2026-09-20
13024,CRM-4603,,To Do,user0001,2026-09-14
13025,CRM-4603,To Do,In Progress,user0022,2026-09-20
13026,CRM-4603,In Progress,Blocked,user0007,2026-09-20
13027,DATA-4604,,To Do,user0043,2026-09-14
13028,DATA-4604,To Do,In Progress,user0009,2026-09-21
13029,DATA-4605,,To Do,user0039,2026-09-14
13030,DATA-4605,To Do,In Progress,user0030,2026-09-18
13031,DATA-4605,In Progress,Testing,user0010,2026-09-28
13032,DATA-4605,Testing,Done,user0005,2026-09-29
13033,PORTAL-4606,,To Do,user0008,2026-09-14
13034,PORTAL-4606,To Do,In Progress,user0049,2026-09-20
13035,PORTAL-4606,In Progress,Blocked,user0027,2026-09-28
13036,DATA-4607,,To Do,user0015,2026-09-14
13037,DATA-4607,To Do,In Progress,user0018,2026-09-21
13038,DATA-4607,In Progress,Testing,user0027,2026-09-24
13039,BI-4608,,To Do,user0030,2026-09-14
13040,BI-4608,To Do,In Progress,user0026,2026-09-17
13041,BI-4608,In Progress,Testing,user0036,2026-09-20
13042,BI-4608,Testing,Done,user0041,2026-09-26
13043,BANK-4609,,To Do,user0033,2026-09-14
13044,BANK-4609,To Do,In Progress,user0004,2026-09-16
13045,BANK-4609,In Progress,Testing,user0043,2026-09-22
13046,BANK-4609,Testing,Done,user0022,2026-09-29
13047,BANK-4609,Done,Reopened,user0046,2026-10-08
13048,MOB-4610,,To Do,user0010,2026-09-14
13049,ERP-4611,,To Do,user0032,2026-09-14
13050,ERP-4611,To Do,In Progress,user0031,2026-09-17
13051,CLOUD-4612,,To Do,user0018,2026-09-14
13052,CLOUD-4612,To Do,In Progress,user0041,2026-09-21
13053,CLOUD-4612,In Progress,Testing,user0025,2026-09-28
13054,CLOUD-4612,Testing,Done,user0035,2026-09-23
13055,PORTAL-4613,,To Do,user0013,2026-09-14
13056,PORTAL-4613,To Do,In Progress,user0030,2026-09-20
13057,PORTAL-4613,In Progress,Testing,user0021,2026-09-16
13058,PORTAL-4613,Testing,Done,user0049,2026-09-20
13059,PORTAL-4613,Done,Reopened,user0013,2026-09-18
13060,PORTAL-4614,,To Do,user0027,2026-09-14
13061,PORTAL-4614,To Do,In Progress,user0044,2026-09-16
13062,MOB-4615,,To Do,user0032,2026-09-14
13063,MOB-4615,To Do,In Progress,user0033,2026-09-17
13064,MOB-4615,In Progress,Testing,user0046,2026-09-16
13065,MOB-4615,Testing,Done,user0030,2026-09-26
13066,CRM-4616,,To Do,user0015,2026-09-14
13067,CLOUD-4617,,To Do,user0010,2026-09-14
13068,CLOUD-4617,To Do,In Progress,user0048,2026-09-15
13069,CLOUD-4617,In Progress,Testing,user0012,2026-09-24
13070,SEC-4618,,To Do,user0010,2026-09-14
13071,SEC-4618,To Do,In Progress,user0037,2026-09-17
13072,ECOM-4619,,To Do,user0027,2026-09-14
13073,ECOM-4619,To Do,In Progress,user0015,2026-09-18
13074,MOB-4620,,To Do,user0043,2026-09-14
13075,MOB-4620,To Do,In Progress,user0021,2026-09-18
13076,MOB-4620,In Progress,Testing,user0013,2026-09-28
13077,MOB-4620,Testing,Done,user0007,2026-10-02
13078,ERP-4621,,To Do,user0036,2026-09-14
13079,ERP-4622,,To Do,user0045,2026-09-14
13080,ERP-4622,To Do,In Progress,user0006,2026-09-21
13081,ERP-4622,In Progress,Testing,user0028,2026-09-28
13082,BI-4623,,To Do,user0017,2026-09-14
13083,BI-4623,To Do,In Progress,user0047,2026-09-18
13084,BI-4623,In Progress,Testing,user0048,2026-09-20
13085,CRM-4624,,To Do,user0002,2026-09-14
13086,CRM-4624,To Do,In Progress,user0039,2026-09-21
13087,BI-4625,,To Do,user0022,2026-09-14
13088,BI-4625,To Do,In Progress,user0047,2026-09-18
13089,BI-4625,In Progress,Testing,user0024,2026-09-26
13090,BI-4625,Testing,Done,user0007,2026-09-23
13091,SEC-4626,,To Do,user0030,2026-09-14
13092,SEC-4626,To Do,In Progress,user0028,2026-09-19
13093,CLOUD-4627,,To Do,user0043,2026-09-14
13094,CLOUD-4627,To Do,In Progress,user0049,2026-09-17
13095,CLOUD-4627,In Progress,Blocked,user0036,2026-09-18
13096,BI-4628,,To Do,user0015,2026-09-14
13097,BI-4628,To Do,In Progress,user0009,2026-09-17
13098,BI-4628,In Progress,Testing,user0036,2026-09-26
13099,BI-4628,Testing,Done,user0004,2026-09-20
13100,PORTAL-4629,,To Do,user0029,2026-09-14
13101,BI-4630,,To Do,user0033,2026-09-14
13102,BI-4630,To Do,In Progress,user0009,2026-09-18
13103,BI-4630,In Progress,Testing,user0016,2026-09-18
13104,BI-4630,Testing,Done,user0021,2026-10-02
13105,ECOM-4631,,To Do,user0015,2026-09-14
13106,ECOM-4631,To Do,In Progress,user0018,2026-09-21
13107,ECOM-4631,In Progress,Testing,user0012,2026-09-26
13108,ECOM-4631,Testing,Done,user0008,2026-09-20
13109,BI-4632,,To Do,user0042,2026-09-14
13110,BI-4632,To Do,In Progress,user0046,2026-09-16
13111,CLOUD-4633,,To Do,user0027,2026-09-14
13112,CLOUD-4633,To Do,In Progress,user0032,2026-09-19
13113,BI-4634,,To Do,user0038,2026-09-14
13114,BI-4634,To Do,In Progress,user0032,2026-09-20
13115,BI-4634,In Progress,Testing,user0011,2026-09-18
13116,DATA-4635,,To Do,user0037,2026-09-14
13117,DATA-4635,To Do,In Progress,user0041,2026-09-19
13118,DATA-4635,In Progress,Testing,user0025,2026-09-24
13119,CLOUD-4636,,To Do,user0040,2026-09-14
13120,CRM-4637,,To Do,user0046,2026-09-14
13121,CRM-4637,To Do,In Progress,user0050,2026-09-16
13122,CRM-4637,In Progress,Blocked,user0019,2026-09-24
13123,CLOUD-4638,,To Do,user0023,2026-09-14
13124,CLOUD-4638,To Do,In Progress,user0024,2026-09-19
13125,CLOUD-4638,In Progress,Testing,user0033,2026-09-24
13126,CLOUD-4638,Testing,Done,user0016,2026-09-29
13127,ERP-4639,,To Do,user0017,2026-09-14
13128,BANK-4640,,To Do,user0010,2026-09-14
