custom_field_id,issue_key,field_name,field_value
CF-002320,MOB-2320,Risk Level,Medium
CF-002321,PORTAL-2321,Technical Complexity,Medium
CF-002322,ERP-2322,Story Points,Low
CF-002323,BANK-2323,Risk Level,High
CF-002325,SEC-2325,Business Value,Medium
CF-002327,SEC-2327,Technical Complexity,Very High
CF-002328,SEC-2328,Technical Complexity,Medium
CF-002329,CRM-2329,Business Value,High
CF-002330,BANK-2330,Customer Impact,Medium
CF-002331,BI-2331,Customer Impact,Very High
CF-002332,CRM-2332,Customer Impact,High
CF-002334,CRM-2334,Technical Complexity,Very High
CF-002336,MOB-2336,Story Points,Very High
CF-002337,ERP-2337,Story Points,Low
CF-002339,PORTAL-2339,Technical Complexity,Very High
CF-002341,CRM-2341,Risk Level,Medium
CF-002342,SEC-2342,Customer Impact,Low
CF-002343,ECOM-2343,Business Value,Medium
CF-002344,BANK-2344,Risk Level,High
CF-002346,BI-2346,Customer Impact,Low
CF-002348,BI-2348,Business Value,Very High
CF-002349,CLOUD-2349,Technical Complexity,Very High
CF-002350,BI-2350,Business Value,High
CF-002351,MOB-2351,Technical Complexity,Medium
CF-002352,ECOM-2352,Story Points,Very High
CF-002354,BANK-2354,Technical Complexity,High
CF-002355,BI-2355,Business Value,Very High
CF-002356,CLOUD-2356,Story Points,Medium
CF-002357,ECOM-2357,Story Points,Low
CF-002358,ERP-2358,Customer Impact,Very High
CF-002359,PORTAL-2359,Technical Complexity,High
CF-002361,BI-2361,Customer Impact,High
CF-002363,BI-2363,Story Points,High
CF-002365,PORTAL-2365,Story Points,Low
CF-002367,ECOM-2367,Story Points,Low
CF-002368,BANK-2368,Business Value,Very High
CF-002369,ECOM-2369,Business Value,High
CF-002370,CLOUD-2370,Business Value,Low
CF-002371,BANK-2371,Business Value,Low
CF-002372,MOB-2372,Risk Level,Very High
CF-002373,SEC-2373,Technical Complexity,High
CF-002374,ECOM-2374,Technical Complexity,Low
CF-002375,BI-2375,Story Points,Very High
CF-002376,MOB-2376,Business Value,Very High
CF-002377,DATA-2377,Risk Level,Very High
CF-002379,MOB-2379,Customer Impact,Medium
CF-002380,ECOM-2380,Story Points,High
CF-002381,CRM-2381,Risk Level,Low
CF-002382,CRM-2382,Customer Impact,High
CF-002383,DATA-2383,Technical Complexity,High
CF-002384,DATA-2384,Risk Level,Very High
CF-002385,CLOUD-2385,Technical Complexity,Medium
CF-002386,BI-2386,Business Value,High
CF-002388,BI-2388,Risk Level,Medium
CF-002389,BANK-2389,Story Points,Very High
CF-002390,CRM-2390,Customer Impact,Very High
CF-002392,CRM-2392,Customer Impact,Very High
CF-002393,BI-2393,Technical Complexity,High
CF-002395,BI-2395,Business Value,Very High
CF-002396,ERP-2396,Customer Impact,High
CF-002397,ERP-2397,Customer Impact,Medium
CF-002398,ECOM-2398,Business Value,Low
CF-002399,PORTAL-2399,Business Value,Very High
CF-002400,PORTAL-2400,Story Points,Medium
CF-002401,SEC-2401,Technical Complexity,Low
CF-002402,PORTAL-2402,Risk Level,Medium
CF-002403,ERP-2403,Customer Impact,Medium
CF-002404,MOB-2404,Business Value,Low
CF-002405,ERP-2405,Customer Impact,High
CF-002406,SEC-2406,Risk Level,High
CF-002407,PORTAL-2407,Business Value,High
CF-002408,BANK-2408,Customer Impact,Very High
CF-002409,MOB-2409,Business Value,Very High
CF-002411,CLOUD-2411,Technical Complexity,Very High
CF-002412,CLOUD-2412,Customer Impact,Medium
CF-002413,SEC-2413,Customer Impact,Low
CF-002416,BANK-2416,Technical Complexity,High
CF-002417,CRM-2417,Story Points,Medium
CF-002418,BI-2418,Story Points,Very High
CF-002420,SEC-2420,Business Value,Very High
CF-002421,PORTAL-2421,Risk Level,Low
CF-002423,SEC-2423,Technical Complexity,Low
CF-002424,BANK-2424,Business Value,Low
CF-002425,ERP-2425,Technical Complexity,Low
CF-002426,CLOUD-2426,Risk Level,Low
CF-002427,BANK-2427,Risk Level,Low
CF-002428,SEC-2428,Story Points,Very High
CF-002430,BI-2430,Customer Impact,Low
CF-002431,DATA-2431,Business Value,Low
CF-002432,MOB-2432,Story Points,High
CF-002433,SEC-2433,Risk Level,Low
CF-002434,BI-2434,Story Points,Medium
CF-002435,BANK-2435,Business Value,High
CF-002436,BANK-2436,Story Points,Low
CF-002437,PORTAL-2437,Risk Level,Very High
CF-002439,SEC-2439,Risk Level,Medium
CF-002440,ECOM-2440,Technical Complexity,Very High
CF-002442,SEC-2442,Customer Impact,Low
CF-002444,SEC-2444,Risk Level,High
CF-002445,BANK-2445,Risk Level,Low
CF-002446,CLOUD-2446,Business Value,Low
CF-002447,SEC-2447,Business Value,Very High
CF-002448,SEC-2448,Business Value,Medium
CF-002449,CLOUD-2449,Technical Complexity,Medium
CF-002450,CRM-2450,Customer Impact,Very High
CF-002451,CLOUD-2451,Story Points,Medium
CF-002452,ERP-2452,Risk Level,Low
CF-002453,SEC-2453,Business Value,Low
CF-002455,MOB-2455,Story Points,Very High
CF-002456,DATA-2456,Technical Complexity,Very High
CF-002457,ECOM-2457,Customer Impact,High
CF-002458,BI-2458,Customer Impact,Medium
CF-002459,MOB-2459,Customer Impact,Medium
CF-002460,ERP-2460,Business Value,High
CF-002461,ERP-2461,Risk Level,High
CF-002463,ECOM-2463,Customer Impact,High
CF-002464,BANK-2464,Technical Complexity,Medium
CF-002466,CRM-2466,Technical Complexity,Very High
CF-002467,CLOUD-2467,Risk Level,Medium
CF-002468,PORTAL-2468,Story Points,Medium
CF-002469,MOB-2469,Customer Impact,Low
CF-002470,BANK-2470,Business Value,High
CF-002471,BI-2471,Risk Level,High
CF-002472,ERP-2472,Story Points,Very High
CF-002474,ECOM-2474,Technical Complexity,Very High
CF-002475,MOB-2475,Customer Impact,High
CF-002478,ERP-2478,Customer Impact,Low
CF-002480,BI-2480,Story Points,Low
CF-002482,PORTAL-2482,Risk Level,High
CF-002483,BI-2483,Story Points,Medium
CF-002484,MOB-2484,Story Points,Very High
CF-002486,ECOM-2486,Technical Complexity,High
CF-002489,ERP-2489,Story Points,Low
CF-002490,ERP-2490,Story Points,Medium
CF-002491,CRM-2491,Business Value,High
CF-002492,ECOM-2492,Customer Impact,Low
CF-002495,BI-2495,Risk Level,Low
CF-002496,BI-2496,Business Value,Very High
CF-002501,CRM-2501,Customer Impact,Medium
CF-002503,ECOM-2503,Technical Complexity,High
CF-002504,BANK-2504,Technical Complexity,Medium
CF-002505,CLOUD-2505,Business Value,High
CF-002507,BI-2507,Risk Level,Very High
CF-002509,BI-2509,Risk Level,Very High
CF-002510,ERP-2510,Customer Impact,Medium
CF-002512,ERP-2512,Customer Impact,Very High
CF-002513,BI-2513,Technical Complexity,Very High
CF-002514,ECOM-2514,Customer Impact,High
CF-002515,CRM-2515,Customer Impact,Low
CF-002516,PORTAL-2516,Business Value,Low
CF-002517,BI-2517,Customer Impact,Medium
CF-002518,BI-2518,Technical Complexity,Low
CF-002519,ERP-2519,Risk Level,Medium
CF-002520,ECOM-2520,Risk Level,Very High
CF-002521,BANK-2521,Risk Level,High
CF-002522,ECOM-2522,Risk Level,Very High
CF-002523,CLOUD-2523,Business Value,Very High
CF-002524,BANK-2524,Customer Impact,Low
CF-002525,DATA-2525,Risk Level,Low
CF-002526,ECOM-2526,Customer Impact,Low
CF-002527,PORTAL-2527,Technical Complexity,High
CF-002528,SEC-2528,Risk Level,Low
CF-002529,BANK-2529,Business Value,High
CF-002530,BI-2530,Risk Level,Low
CF-002532,PORTAL-2532,Risk Level,High
CF-002533,CRM-2533,Business Value,Low
CF-002534,BI-2534,Story Points,Low
CF-002536,MOB-2536,Technical Complexity,High
CF-002537,SEC-2537,Business Value,Medium
CF-002538,SEC-2538,Business Value,Very High
CF-002539,BANK-2539,Technical Complexity,Low
CF-002540,BI-2540,Risk Level,Medium
CF-002541,BANK-2541,Risk Level,High
CF-002542,SEC-2542,Business Value,Very High
CF-002545,CLOUD-2545,Risk Level,High
CF-002546,ECOM-2546,Story Points,Medium
CF-002548,MOB-2548,Business Value,Very High
CF-002549,ERP-2549,Technical Complexity,Medium
CF-002550,CLOUD-2550,Technical Complexity,Very High
CF-002552,BANK-2552,Business Value,Very High
CF-002553,BANK-2553,Risk Level,Low
CF-002555,ERP-2555,Business Value,Very High
CF-002556,ERP-2556,Risk Level,High
CF-002557,CRM-2557,Technical Complexity,High
CF-002558,DATA-2558,Business Value,Medium
CF-002559,CRM-2559,Technical Complexity,High
CF-002560,DATA-2560,Customer Impact,Low
CF-002561,CLOUD-2561,Business Value,Very High
CF-002563,PORTAL-2563,Risk Level,Very High
CF-002565,ERP-2565,Business Value,Low
CF-002566,ERP-2566,Story Points,Medium
CF-002568,BI-2568,Risk Level,Medium
CF-002570,PORTAL-2570,Risk Level,High
CF-002571,CRM-2571,Story Points,Medium
CF-002572,ECOM-2572,Technical Complexity,High
CF-002573,PORTAL-2573,Story Points,High
CF-002574,SEC-2574,Customer Impact,Very High
CF-002575,ECOM-2575,Technical Complexity,Very High
CF-002576,ECOM-2576,Story Points,High
CF-002578,SEC-2578,Risk Level,High
CF-002579,DATA-2579,Technical Complexity,Low
CF-002580,PORTAL-2580,Story Points,Medium
CF-002581,DATA-2581,Technical Complexity,Very High
CF-002582,SEC-2582,Risk Level,Medium
CF-002583,MOB-2583,Technical Complexity,Very High
CF-002584,PORTAL-2584,Risk Level,Very High
CF-002585,PORTAL-2585,Customer Impact,Low
CF-002586,PORTAL-2586,Business Value,Very High
CF-002587,BI-2587,Business Value,Medium
CF-002588,PORTAL-2588,Risk Level,Low
CF-002589,PORTAL-2589,Risk Level,Low
CF-002590,CLOUD-2590,Story Points,Low
CF-002591,SEC-2591,Customer Impact,Medium
CF-002592,BI-2592,Story Points,Low
CF-002593,PORTAL-2593,Customer Impact,Very High
CF-002594,CRM-2594,Technical Complexity,High
CF-002595,ECOM-2595,Business Value,Medium
CF-002596,PORTAL-2596,Business Value,Medium
CF-002597,BANK-2597,Story Points,High
CF-002598,BI-2598,Story Points,Very High
CF-002599,ERP-2599,Technical Complexity,High
CF-002600,DATA-2600,Story Points,Very High
CF-002601,BANK-2601,Customer Impact,High
CF-002602,CRM-2602,Story Points,High
CF-002604,SEC-2604,Risk Level,High
CF-002605,CLOUD-2605,Risk Level,Medium
CF-002606,ERP-2606,Story Points,Low
CF-002607,BANK-2607,Risk Level,Low
CF-002608,ECOM-2608,Technical Complexity,High
CF-002609,SEC-2609,Risk Level,Very High
CF-002610,MOB-2610,Risk Level,Very High
CF-002611,ECOM-2611,Risk Level,High
CF-002614,CRM-2614,Risk Level,High
CF-002615,BANK-2615,Story Points,Medium
CF-002616,DATA-2616,Customer Impact,Medium
CF-002617,PORTAL-2617,Customer Impact,High
CF-002618,ERP-2618,Risk Level,Medium
CF-002620,CRM-2620,Customer Impact,Medium
CF-002621,CLOUD-2621,Risk Level,Low
CF-002622,CRM-2622,Technical Complexity,Medium
CF-002623,DATA-2623,Risk Level,Medium
CF-002624,ECOM-2624,Customer Impact,High
CF-002625,BI-2625,Risk Level,Low
CF-002626,DATA-2626,Business Value,Low
CF-002627,SEC-2627,Technical Complexity,Low
CF-002628,BANK-2628,Technical Complexity,Very High
CF-002629,MOB-2629,Technical Complexity,Very High
CF-002632,ECOM-2632,Risk Level,Very High
CF-002633,ECOM-2633,Story Points,High
CF-002634,CLOUD-2634,Story Points,Low
CF-002635,SEC-2635,Story Points,Low
CF-002636,DATA-2636,Customer Impact,High
CF-002638,ERP-2638,Technical Complexity,Low
CF-002639,ERP-2639,Risk Level,High
CF-002640,CLOUD-2640,Story Points,Very High
CF-002641,BANK-2641,Customer Impact,Very High
CF-002642,BI-2642,Risk Level,Medium
CF-002643,BI-2643,Customer Impact,Low
CF-002644,PORTAL-2644,Customer Impact,Low
CF-002645,CRM-2645,Technical Complexity,Medium
CF-002646,BANK-2646,Business Value,Medium
CF-002647,CRM-2647,Technical Complexity,Very High
CF-002648,BANK-2648,Risk Level,Medium
CF-002649,DATA-2649,Risk Level,Very High
CF-002650,SEC-2650,Risk Level,Very High
CF-002653,PORTAL-2653,Risk Level,Medium
CF-002656,ECOM-2656,Customer Impact,Medium
CF-002658,MOB-2658,Story Points,Medium
CF-002659,CLOUD-2659,Customer Impact,High
CF-002660,SEC-2660,Story Points,Low
CF-002661,CLOUD-2661,Customer Impact,Low
CF-002663,BANK-2663,Risk Level,Very High
CF-002664,PORTAL-2664,Story Points,Low
CF-002667,SEC-2667,Business Value,Very High
CF-002668,BANK-2668,Customer Impact,Low
CF-002669,DATA-2669,Risk Level,Very High
CF-002670,MOB-2670,Business Value,Very High
CF-002672,BI-2672,Business Value,Low
CF-002673,ECOM-2673,Business Value,Medium
CF-002674,CRM-2674,Technical Complexity,Low
CF-002675,ECOM-2675,Risk Level,Very High
CF-002676,CLOUD-2676,Risk Level,High
CF-002677,BANK-2677,Story Points,Medium
CF-002678,ERP-2678,Customer Impact,Very High
CF-002680,DATA-2680,Technical Complexity,Very High
CF-002682,SEC-2682,Technical Complexity,Medium
CF-002684,DATA-2684,Customer Impact,High
CF-002685,SEC-2685,Risk Level,Medium
CF-002687,BI-2687,Story Points,High
CF-002689,SEC-2689,Story Points,Very High
CF-002691,BI-2691,Customer Impact,Medium
CF-002692,BANK-2692,Business Value,Very High
CF-002693,BANK-2693,Technical Complexity,Medium
CF-002694,CLOUD-2694,Customer Impact,Medium
CF-002695,CLOUD-2695,Risk Level,High
CF-002696,BI-2696,Business Value,High
CF-002697,DATA-2697,Story Points,High
CF-002699,DATA-2699,Story Points,Medium
CF-002700,ERP-2700,Customer Impact,Very High
CF-002703,MOB-2703,Business Value,Very High
CF-002704,PORTAL-2704,Story Points,Very High
CF-002705,SEC-2705,Risk Level,Low
CF-002706,MOB-2706,Risk Level,Low
CF-002708,ECOM-2708,Customer Impact,Medium
CF-002709,PORTAL-2709,Business Value,Very High
CF-002710,CRM-2710,Risk Level,Very High
CF-002712,ERP-2712,Risk Level,Low
CF-002713,CLOUD-2713,Technical Complexity,High
CF-002714,ERP-2714,Technical Complexity,Very High
CF-002715,PORTAL-2715,Business Value,Very High
CF-002716,SEC-2716,Business Value,Very High
CF-002717,CRM-2717,Customer Impact,Medium
CF-002718,DATA-2718,Story Points,Very High
CF-002720,BANK-2720,Customer Impact,Very High
CF-002722,BANK-2722,Story Points,Medium
CF-002723,PORTAL-2723,Technical Complexity,Medium
CF-002724,CRM-2724,Business Value,High
CF-002725,MOB-2725,Technical Complexity,Very High
CF-002726,BANK-2726,Business Value,Very High
CF-002728,CLOUD-2728,Risk Level,High
CF-002729,BANK-2729,Business Value,Very High
CF-002730,CLOUD-2730,Risk Level,High
CF-002731,MOB-2731,Risk Level,Low
CF-002732,CRM-2732,Story Points,Very High
CF-002733,CRM-2733,Technical Complexity,Medium
CF-002734,SEC-2734,Technical Complexity,High
CF-002735,BANK-2735,Risk Level,Medium
CF-002736,DATA-2736,Risk Level,Medium
CF-002737,ECOM-2737,Customer Impact,High
CF-002739,CLOUD-2739,Story Points,Medium
CF-002740,BI-2740,Business Value,Low
CF-002741,MOB-2741,Customer Impact,High
CF-002742,BANK-2742,Business Value,Very High
CF-002743,BI-2743,Customer Impact,Very High
CF-002744,DATA-2744,Customer Impact,High
CF-002745,ERP-2745,Story Points,High
CF-002746,ERP-2746,Technical Complexity,High
CF-002748,BANK-2748,Story Points,Medium
CF-002749,DATA-2749,Risk Level,Medium
CF-002750,DATA-2750,Business Value,Medium
CF-002751,ERP-2751,Customer Impact,Very High
CF-002753,SEC-2753,Business Value,Low
CF-002754,DATA-2754,Story Points,Medium
CF-002755,PORTAL-2755,Customer Impact,High
CF-002756,BANK-2756,Business Value,Medium
CF-002757,ERP-2757,Story Points,Very High
CF-002758,PORTAL-2758,Story Points,Low
CF-002759,DATA-2759,Business Value,Medium
CF-002760,PORTAL-2760,Technical Complexity,Medium
CF-002763,BI-2763,Business Value,Very High
CF-002764,CLOUD-2764,Business Value,Medium
CF-002765,CRM-2765,Story Points,Medium
CF-002766,BI-2766,Story Points,Very High
CF-002767,SEC-2767,Business Value,Very High
CF-002768,BI-2768,Customer Impact,High
CF-002769,MOB-2769,Technical Complexity,Low
CF-002770,CRM-2770,Story Points,Medium
CF-002771,CRM-2771,Story Points,High
CF-002772,PORTAL-2772,Risk Level,High
CF-002773,SEC-2773,Customer Impact,Low
CF-002774,MOB-2774,Technical Complexity,Medium
CF-002775,ECOM-2775,Technical Complexity,High
CF-002776,CRM-2776,Business Value,Medium
CF-002777,CRM-2777,Technical Complexity,High
CF-002779,BANK-2779,Customer Impact,Medium
CF-002780,SEC-2780,Story Points,Medium
CF-002782,CRM-2782,Customer Impact,Low
CF-002783,BI-2783,Technical Complexity,Low
CF-002784,ERP-2784,Story Points,Low
CF-002785,SEC-2785,Story Points,Very High
CF-002786,CRM-2786,Story Points,Low
CF-002787,BANK-2787,Technical Complexity,Low
CF-002788,ECOM-2788,Risk Level,Medium
CF-002790,PORTAL-2790,Customer Impact,Low
CF-002791,CRM-2791,Customer Impact,Medium
CF-002792,BANK-2792,Business Value,Medium
CF-002794,DATA-2794,Customer Impact,High
CF-002795,CRM-2795,Business Value,High
CF-002796,MOB-2796,Risk Level,High
CF-002798,CRM-2798,Customer Impact,High
CF-002799,SEC-2799,Business Value,Low
CF-002800,DATA-2800,Risk Level,Low
CF-002801,BANK-2801,Business Value,Low
CF-002802,PORTAL-2802,Customer Impact,Medium
CF-002803,DATA-2803,Technical Complexity,Low
CF-002804,BI-2804,Story Points,Low
CF-002805,DATA-2805,Story Points,High
CF-002806,PORTAL-2806,Risk Level,Medium
CF-002808,DATA-2808,Story Points,High
CF-002809,PORTAL-2809,Technical Complexity,Low
CF-002810,ECOM-2810,Customer Impact,Low
CF-002812,BI-2812,Risk Level,Medium
CF-002814,SEC-2814,Risk Level,Very High
CF-002815,MOB-2815,Business Value,High
CF-002816,BI-2816,Business Value,Very High
CF-002819,BANK-2819,Story Points,Low
CF-002820,PORTAL-2820,Risk Level,High
CF-002821,CLOUD-2821,Technical Complexity,Very High
CF-002822,BANK-2822,Technical Complexity,Very High
CF-002823,DATA-2823,Story Points,Very High
CF-002824,ECOM-2824,Business Value,Very High
CF-002825,MOB-2825,Story Points,Low
CF-002827,CLOUD-2827,Risk Level,High
CF-002828,SEC-2828,Risk Level,High
CF-002829,ECOM-2829,Risk Level,Medium
CF-002830,CLOUD-2830,Customer Impact,Very High
CF-002831,BI-2831,Business Value,High
CF-002832,MOB-2832,Story Points,Low
CF-002833,BANK-2833,Business Value,High
CF-002834,CRM-2834,Story Points,Low
CF-002835,CLOUD-2835,Customer Impact,Low
CF-002836,BANK-2836,Business Value,Low
CF-002837,CLOUD-2837,Story Points,Very High
CF-002838,DATA-2838,Technical Complexity,Medium
CF-002840,ERP-2840,Risk Level,Very High
CF-002841,PORTAL-2841,Business Value,Very High
CF-002842,CLOUD-2842,Risk Level,High
CF-002843,ERP-2843,Business Value,Medium
CF-002844,BI-2844,Story Points,Very High
CF-002845,SEC-2845,Business Value,High
CF-002846,CRM-2846,Risk Level,High
CF-002847,PORTAL-2847,Risk Level,Very High
CF-002848,BANK-2848,Technical Complexity,Very High
CF-002849,BANK-2849,Risk Level,Medium
CF-002850,CLOUD-2850,Customer Impact,High
CF-002851,DATA-2851,Business Value,Very High
CF-002852,ERP-2852,Business Value,High
CF-002855,MOB-2855,Technical Complexity,Medium
CF-002856,SEC-2856,Risk Level,Low
CF-002857,DATA-2857,Technical Complexity,Medium
CF-002858,SEC-2858,Risk Level,Medium
CF-002859,BANK-2859,Risk Level,High
CF-002860,ERP-2860,Technical Complexity,Medium
CF-002861,PORTAL-2861,Business Value,Very High
CF-002862,MOB-2862,Technical Complexity,Low
CF-002863,SEC-2863,Story Points,Low
CF-002865,BANK-2865,Risk Level,High
CF-002866,MOB-2866,Risk Level,Very High
CF-002867,ECOM-2867,Technical Complexity,High
CF-002868,SEC-2868,Business Value,High
CF-002870,ERP-2870,Business Value,Very High
CF-002871,SEC-2871,Risk Level,Very High
CF-002872,SEC-2872,Risk Level,Medium
CF-002873,BANK-2873,Business Value,Very High
CF-002875,CRM-2875,Technical Complexity,Medium
CF-002876,CLOUD-2876,Business Value,Very High
CF-002877,DATA-2877,Customer Impact,High
CF-002878,BANK-2878,Story Points,Very High
CF-002880,BANK-2880,Customer Impact,Medium
CF-002881,MOB-2881,Customer Impact,Very High
CF-002882,SEC-2882,Customer Impact,Low
CF-002883,BI-2883,Customer Impact,Low
CF-002884,CRM-2884,Technical Complexity,High
CF-002885,ECOM-2885,Customer Impact,Low
CF-002887,SEC-2887,Story Points,Low
CF-002888,BANK-2888,Customer Impact,Medium
CF-002889,CRM-2889,Story Points,High
CF-002890,CRM-2890,Risk Level,Medium
CF-002891,BANK-2891,Business Value,Low
CF-002892,CLOUD-2892,Business Value,Medium
CF-002893,PORTAL-2893,Risk Level,Very High
CF-002894,DATA-2894,Customer Impact,High
CF-002895,ERP-2895,Customer Impact,Medium
CF-002896,CLOUD-2896,Business Value,Medium
CF-002899,BANK-2899,Business Value,High
CF-002900,BI-2900,Story Points,High
CF-002901,DATA-2901,Story Points,High
CF-002902,ERP-2902,Business Value,Medium
CF-002903,PORTAL-2903,Risk Level,Low
CF-002904,PORTAL-2904,Business Value,Low
CF-002905,ERP-2905,Business Value,High
CF-002906,PORTAL-2906,Risk Level,High
CF-002907,BI-2907,Technical Complexity,Medium
CF-002908,BI-2908,Business Value,Very High
CF-002909,PORTAL-2909,Risk Level,Medium
CF-002910,BI-2910,Risk Level,High
CF-002911,CLOUD-2911,Story Points,Very High
CF-002912,DATA-2912,Technical Complexity,Low
CF-002913,PORTAL-2913,Business Value,High
CF-002914,BI-2914,Story Points,High
CF-002915,PORTAL-2915,Risk Level,Low
CF-002916,CLOUD-2916,Customer Impact,Medium
CF-002917,PORTAL-2917,Business Value,Very High
CF-002919,CRM-2919,Story Points,High
CF-002921,BI-2921,Risk Level,Low
CF-002922,ECOM-2922,Story Points,Medium
CF-002923,SEC-2923,Business Value,Medium
CF-002924,CLOUD-2924,Customer Impact,Low
CF-002925,CLOUD-2925,Story Points,High
CF-002926,DATA-2926,Story Points,High
CF-002927,PORTAL-2927,Risk Level,Medium
CF-002928,SEC-2928,Story Points,Very High
CF-002929,CLOUD-2929,Business Value,Medium
CF-002930,SEC-2930,Risk Level,Low
CF-002932,BANK-2932,Customer Impact,Medium
CF-002933,ERP-2933,Risk Level,Low
CF-002934,DATA-2934,Risk Level,Medium
CF-002935,BI-2935,Customer Impact,Medium
CF-002936,ERP-2936,Business Value,Medium
CF-002937,BANK-2937,Risk Level,Low
CF-002938,PORTAL-2938,Risk Level,Very High
CF-002939,ERP-2939,Risk Level,Very High
CF-002940,BANK-2940,Story Points,High
CF-002941,DATA-2941,Customer Impact,High
CF-002942,ECOM-2942,Technical Complexity,Low
CF-002943,CRM-2943,Risk Level,Very High
CF-002945,BANK-2945,Business Value,Very High
CF-002946,ERP-2946,Business Value,Low
CF-002948,SEC-2948,Customer Impact,Medium
CF-002949,CRM-2949,Technical Complexity,Very High
CF-002950,BI-2950,Business Value,Low
CF-002953,DATA-2953,Risk Level,High
CF-002954,PORTAL-2954,Technical Complexity,High
CF-002956,ERP-2956,Story Points,Very High
CF-002957,ECOM-2957,Technical Complexity,High
CF-002958,BANK-2958,Story Points,Very High
CF-002959,SEC-2959,Technical Complexity,Low
CF-002960,ERP-2960,Business Value,Low
CF-002961,PORTAL-2961,Business Value,Low
CF-002962,ERP-2962,Risk Level,Medium
CF-002964,ERP-2964,Technical Complexity,Very High
CF-002965,CLOUD-2965,Technical Complexity,High
CF-002966,BI-2966,Story Points,Low
CF-002967,CLOUD-2967,Story Points,Very High
CF-002968,CLOUD-2968,Technical Complexity,Very High
CF-002969,BI-2969,Business Value,Low
CF-002970,MOB-2970,Business Value,Very High
CF-002972,ECOM-2972,Risk Level,Medium
CF-002973,BANK-2973,Customer Impact,Low
CF-002974,BI-2974,Customer Impact,Low
CF-002975,BI-2975,Business Value,Low
CF-002976,CRM-2976,Story Points,Low
CF-002977,CLOUD-2977,Business Value,Medium
CF-002978,SEC-2978,Customer Impact,Medium
CF-002979,CLOUD-2979,Risk Level,Low
CF-002980,MOB-2980,Risk Level,Medium
CF-002981,ECOM-2981,Business Value,Very High
CF-002983,MOB-2983,Risk Level,Medium
CF-002985,BI-2985,Technical Complexity,High
CF-002986,CLOUD-2986,Story Points,Very High
CF-002988,BANK-2988,Story Points,Medium
CF-002989,PORTAL-2989,Story Points,Low
CF-002991,CLOUD-2991,Risk Level,Very High
CF-002992,CRM-2992,Story Points,High
CF-002994,ERP-2994,Customer Impact,Medium
CF-002995,CLOUD-2995,Risk Level,Very High
CF-002996,ERP-2996,Business Value,Very High
CF-002997,SEC-2997,Customer Impact,Very High
CF-002998,ERP-2998,Story Points,High
CF-002999,CLOUD-2999,Technical Complexity,High
CF-003000,ERP-3000,Risk Level,Low
CF-003001,DATA-3001,Business Value,Low
CF-003002,SEC-3002,Story Points,High
CF-003003,ECOM-3003,Customer Impact,High
CF-003004,CLOUD-3004,Business Value,Medium
CF-003005,CRM-3005,Story Points,High
CF-003007,DATA-3007,Customer Impact,High
CF-003009,DATA-3009,Customer Impact,Very High
CF-003010,SEC-3010,Technical Complexity,High
CF-003011,DATA-3011,Technical Complexity,Medium
CF-003012,BI-3012,Business Value,Medium
CF-003014,BANK-3014,Technical Complexity,High
CF-003015,ECOM-3015,Technical Complexity,High
CF-003016,CRM-3016,Business Value,Low
CF-003017,PORTAL-3017,Story Points,Very High
CF-003018,ERP-3018,Business Value,Low
CF-003019,PORTAL-3019,Technical Complexity,Low
CF-003020,PORTAL-3020,Business Value,Medium
CF-003021,BI-3021,Customer Impact,Medium
CF-003022,ERP-3022,Business Value,Medium
CF-003024,CLOUD-3024,Risk Level,Medium
CF-003025,ERP-3025,Business Value,Low
CF-003026,SEC-3026,Customer Impact,Low
CF-003027,ECOM-3027,Story Points,Very High
CF-003028,ERP-3028,Risk Level,Very High
CF-003030,BANK-3030,Business Value,Low
CF-003031,DATA-3031,Business Value,Medium
CF-003032,CRM-3032,Business Value,Very High
CF-003034,ECOM-3034,Business Value,Very High
CF-003036,ERP-3036,Technical Complexity,Medium
CF-003038,CLOUD-3038,Technical Complexity,Medium
CF-003039,SEC-3039,Technical Complexity,High
CF-003040,ERP-3040,Business Value,Very High
CF-003041,MOB-3041,Story Points,Medium
CF-003042,ECOM-3042,Business Value,High
CF-003043,CLOUD-3043,Business Value,Low
CF-003044,CRM-3044,Technical Complexity,High
CF-003045,BANK-3045,Risk Level,Low
CF-003046,BANK-3046,Risk Level,Very High
CF-003047,ECOM-3047,Risk Level,Very High
CF-003048,BANK-3048,Risk Level,Low
CF-003049,SEC-3049,Customer Impact,Medium
CF-003050,SEC-3050,Story Points,Medium
CF-003051,CRM-3051,Business Value,Medium
CF-003052,MOB-3052,Story Points,High
CF-003053,BANK-3053,Business Value,High
CF-003054,ERP-3054,Technical Complexity,High
CF-003055,ECOM-3055,Business Value,High
CF-003056,DATA-3056,Business Value,Very High
CF-003057,DATA-3057,Business Value,High
CF-003059,BANK-3059,Risk Level,Very High
CF-003060,CLOUD-3060,Story Points,Medium
CF-003061,SEC-3061,Business Value,Very High
CF-003062,MOB-3062,Risk Level,Medium
CF-003063,SEC-3063,Business Value,High
CF-003064,BI-3064,Business Value,High
CF-003065,ECOM-3065,Business Value,High
CF-003066,DATA-3066,Technical Complexity,Medium
CF-003067,MOB-3067,Business Value,Low
CF-003068,BI-3068,Story Points,Very High
CF-003069,BANK-3069,Technical Complexity,Very High
CF-003070,CRM-3070,Story Points,High
CF-003071,ECOM-3071,Technical Complexity,Low
CF-003072,BI-3072,Story Points,Low
